id,time,poi,Ln,Ln_num_values,Le,Le_num_values,Ld,Ld_num_values,Lden,Lden_num_values,created_at
4469,30/06/2015,Calle Andrómeda 7,61.0,480,65.8,240,62.7,720,68.6,1440,2015-07-01 07:20:08.663020+00:00
4456,29/06/2015,Calle Andrómeda 7,61.5,480,64.0,240,62.4,720,68.4,1440,2015-06-30 07:20:09.386861+00:00
4443,28/06/2015,Calle Andrómeda 7,62.9,480,63.8,240,60.1,720,69.2,1440,2015-06-29 07:20:08.906024+00:00
4430,27/06/2015,Calle Andrómeda 7,64.4,480,64.9,240,61.7,720,70.6,1440,2015-06-28 07:20:09.494828+00:00
4280,25/06/2015,Calle Andrómeda 7,63.2,369,67.4,240,63.8,722,70.1,1331,2015-06-26 13:56:16.373236+00:00
4279,24/06/2015,Calle Andrómeda 7,60.8,476,65.7,240,63.3,720,68.5,1436,2015-06-26 13:56:16.357897+00:00
4278,23/06/2015,Calle Andrómeda 7,59.6,480,64.0,240,62.4,720,67.2,1440,2015-06-26 13:56:16.342526+00:00
4277,22/06/2015,Calle Andrómeda 7,58.9,480,63.6,240,63.9,720,67.0,1440,2015-06-26 13:56:16.326900+00:00
4276,21/06/2015,Calle Andrómeda 7,60.9,480,65.9,240,61.1,720,68.3,1440,2015-06-26 13:56:16.311667+00:00
4275,20/06/2015,Calle Andrómeda 7,64.7,480,66.4,240,63.1,720,71.2,1440,2015-06-26 13:56:16.296023+00:00
4274,19/06/2015,Calle Andrómeda 7,64.7,480,68.7,240,63.1,720,71.7,1440,2015-06-26 13:56:16.280698+00:00
4273,18/06/2015,Calle Andrómeda 7,61.3,480,65.9,243,63.8,720,68.9,1443,2015-06-26 13:56:16.264973+00:00
4272,17/06/2015,Calle Andrómeda 7,58.4,480,63.9,240,62.5,720,66.5,1440,2015-06-26 13:56:16.249519+00:00
4271,16/06/2015,Calle Andrómeda 7,60.2,480,64.3,240,62.1,718,67.6,1438,2015-06-26 13:56:16.233836+00:00
4270,15/06/2015,Calle Andrómeda 7,56.9,480,64.9,240,63.6,720,66.4,1440,2015-06-26 13:56:16.217922+00:00
4269,14/06/2015,Calle Andrómeda 7,59.5,480,64.9,240,61.6,720,67.2,1440,2015-06-26 13:56:16.202291+00:00
4268,13/06/2015,Calle Andrómeda 7,64.2,480,65.4,240,62.2,720,70.6,1440,2015-06-26 13:56:16.186626+00:00
4267,12/06/2015,Calle Andrómeda 7,66.8,480,67.3,240,64.3,720,73.1,1440,2015-06-26 13:56:16.171373+00:00
4266,11/06/2015,Calle Andrómeda 7,63.5,480,67.5,240,63.7,720,70.7,1440,2015-06-26 13:56:16.156152+00:00
4265,10/06/2015,Calle Andrómeda 7,59.9,480,66.4,240,65.6,720,68.7,1440,2015-06-26 13:56:16.140782+00:00
4264,09/06/2015,Calle Andrómeda 7,59.5,480,64.6,240,63.3,720,67.4,1440,2015-06-26 13:56:16.125523+00:00
4263,08/06/2015,Calle Andrómeda 7,57.7,476,67.1,240,64.9,720,68.0,1436,2015-06-26 13:56:16.109946+00:00
4262,07/06/2015,Calle Andrómeda 7,62.1,480,67.4,240,61.1,720,69.5,1440,2015-06-26 13:56:16.094873+00:00
4261,06/06/2015,Calle Andrómeda 7,63.6,480,66.3,240,62.6,720,70.3,1440,2015-06-26 13:56:16.078546+00:00
4260,05/06/2015,Calle Andrómeda 7,66.0,480,68.3,240,63.3,723,72.5,1443,2015-06-26 13:56:16.063283+00:00
4259,04/06/2015,Calle Andrómeda 7,63.7,480,65.9,240,63.2,720,70.4,1440,2015-06-26 13:56:16.048061+00:00
4258,03/06/2015,Calle Andrómeda 7,61.6,480,65.0,240,62.3,720,68.6,1440,2015-06-26 13:56:16.033008+00:00
4257,02/06/2015,Calle Andrómeda 7,61.4,480,66.0,240,62.7,722,68.8,1442,2015-06-26 13:56:16.017873+00:00
4256,01/06/2015,Calle Andrómeda 7,57.2,480,63.3,240,63.4,720,66.0,1440,2015-06-26 13:56:16.002287+00:00
4255,31/05/2015,Calle Andrómeda 7,58.8,480,64.1,240,62.1,720,66.7,1440,2015-06-26 13:56:15.986528+00:00
4254,30/05/2015,Calle Andrómeda 7,64.3,480,67.7,240,62.6,720,71.1,1440,2015-06-26 13:56:15.971073+00:00
4253,29/05/2015,Calle Andrómeda 7,65.6,480,68.3,240,64.2,720,72.3,1440,2015-06-26 13:56:15.955686+00:00
4252,28/05/2015,Calle Andrómeda 7,61.7,480,67.4,240,63.2,720,69.5,1440,2015-06-26 13:56:15.940418+00:00
4251,26/05/2015,Calle Andrómeda 7,57.2,480,63.2,240,62.7,720,65.8,1440,2015-06-26 13:56:15.920031+00:00
4250,25/05/2015,Calle Andrómeda 7,57.0,480,63.9,240,64.5,720,66.4,1440,2015-06-26 13:56:15.904998+00:00
4249,24/05/2015,Calle Andrómeda 7,58.1,480,67.3,240,61.4,720,67.6,1440,2015-06-26 13:56:15.890136+00:00
4248,23/05/2015,Calle Andrómeda 7,63.9,480,66.6,240,62.6,714,70.7,1434,2015-06-26 13:56:15.875215+00:00
4247,22/05/2015,Calle Andrómeda 7,64.5,480,67.1,240,62.9,721,71.2,1441,2015-06-26 13:56:15.860147+00:00
4246,21/05/2015,Calle Andrómeda 7,61.8,480,68.0,240,62.8,720,69.7,1440,2015-06-26 13:56:15.844650+00:00
4245,20/05/2015,Calle Andrómeda 7,58.5,480,65.5,240,63.5,720,67.3,1440,2015-06-26 13:56:15.829738+00:00
4244,19/05/2015,Calle Andrómeda 7,60.1,480,64.1,240,64.0,720,67.8,1440,2015-06-26 13:56:15.814388+00:00
4243,18/05/2015,Calle Andrómeda 7,57.8,480,65.8,240,63.1,720,67.0,1440,2015-06-26 13:56:15.799502+00:00
4242,17/05/2015,Calle Andrómeda 7,60.9,480,64.5,240,61.3,694,68.0,1414,2015-06-26 13:56:15.784443+00:00
4241,16/05/2015,Calle Andrómeda 7,65.2,480,65.0,240,62.3,720,71.3,1440,2015-06-26 13:56:15.769390+00:00
4240,15/05/2015,Calle Andrómeda 7,65.0,480,66.5,240,64.8,720,71.6,1440,2015-06-26 13:56:15.753910+00:00
4239,14/05/2015,Calle Andrómeda 7,61.0,480,67.5,240,65.3,720,69.4,1440,2015-06-26 13:56:15.738524+00:00
4238,13/05/2015,Calle Andrómeda 7,61.3,480,64.7,240,63.3,720,68.5,1440,2015-06-26 13:56:15.723600+00:00
4237,12/05/2015,Calle Andrómeda 7,58.9,480,64.8,240,63.9,721,67.3,1441,2015-06-26 13:56:15.707828+00:00
4236,11/05/2015,Calle Andrómeda 7,59.3,480,64.3,240,63.1,720,67.2,1440,2015-06-26 13:56:15.692763+00:00
4235,10/05/2015,Calle Andrómeda 7,59.2,480,66.3,240,62.0,720,67.6,1440,2015-06-26 13:56:15.677925+00:00
4234,09/05/2015,Calle Andrómeda 7,64.0,480,66.1,240,62.0,720,70.5,1440,2015-06-26 13:56:15.663070+00:00
4233,08/05/2015,Calle Andrómeda 7,67.0,480,69.1,240,64.8,720,73.5,1440,2015-06-26 13:56:15.644202+00:00
4232,07/05/2015,Calle Andrómeda 7,61.4,480,67.6,240,64.9,720,69.6,1440,2015-06-26 13:56:15.628670+00:00
4231,06/05/2015,Calle Andrómeda 7,58.1,480,64.8,240,63.7,718,66.9,1438,2015-06-26 13:56:15.612346+00:00
4230,05/05/2015,Calle Andrómeda 7,59.3,480,63.3,240,63.6,589,67.3,1309,2015-06-26 13:56:15.596824+00:00
4229,03/05/2015,Calle Andrómeda 7,60.1,486,66.9,154,62.2,720,68.0,1360,2015-06-26 13:56:15.577180+00:00
4228,02/05/2015,Calle Andrómeda 7,62.6,480,66.9,240,64.1,720,70.0,1440,2015-06-26 13:56:15.559100+00:00
4227,01/05/2015,Calle Andrómeda 7,64.7,480,66.7,240,62.7,720,71.3,1440,2015-06-26 13:56:15.542631+00:00
4471,30/06/2015,Calle Cárcer 5,64.4,480,68.0,240,68.2,720,72.0,1440,2015-07-01 07:20:09.780744+00:00
4458,29/06/2015,Calle Cárcer 5,66.5,480,68.3,240,67.3,720,73.3,1440,2015-06-30 07:20:10.668730+00:00
4445,28/06/2015,Calle Cárcer 5,64.3,480,65.6,240,67.9,720,71.5,1440,2015-06-29 07:20:10.050444+00:00
4432,27/06/2015,Calle Cárcer 5,68.0,480,70.2,240,66.3,720,74.6,1440,2015-06-28 07:20:10.654852+00:00
4406,25/06/2015,Calle Cárcer 5,67.0,367,71.9,240,68.3,590,74.5,1197,2015-06-26 13:57:30.009835+00:00
4405,24/06/2015,Calle Cárcer 5,66.1,119,70.4,240,67.7,720,72.1,1079,2015-06-26 13:57:29.996233+00:00
4404,23/06/2015,Calle Cárcer 5,64.6,480,68.7,240,67.6,720,72.1,1440,2015-06-26 13:57:29.982859+00:00
4403,22/06/2015,Calle Cárcer 5,66.4,480,68.5,240,68.0,720,73.3,1440,2015-06-26 13:57:29.967539+00:00
4402,21/06/2015,Calle Cárcer 5,63.3,480,65.9,240,65.7,720,70.4,1440,2015-06-26 13:57:29.952504+00:00
4401,20/06/2015,Calle Cárcer 5,69.1,480,68.3,240,66.7,720,75.2,1440,2015-06-26 13:57:29.937382+00:00
4400,19/06/2015,Calle Cárcer 5,70.1,480,68.7,240,68.8,720,76.2,1440,2015-06-26 13:57:29.922324+00:00
4399,18/06/2015,Calle Cárcer 5,66.8,480,68.1,240,69.9,720,73.8,1440,2015-06-26 13:57:29.906438+00:00
4398,17/06/2015,Calle Cárcer 5,63.7,480,68.0,240,67.6,720,71.5,1440,2015-06-26 13:57:29.891073+00:00
4397,16/06/2015,Calle Cárcer 5,63.3,480,67.8,240,68.9,720,71.5,1440,2015-06-26 13:57:29.869868+00:00
4396,15/06/2015,Calle Cárcer 5,65.5,480,71.6,240,67.4,720,73.5,1440,2015-06-26 13:57:29.854703+00:00
4395,14/06/2015,Calle Cárcer 5,62.8,480,65.5,240,66.6,720,70.2,1440,2015-06-26 13:57:29.839417+00:00
4394,13/06/2015,Calle Cárcer 5,68.8,480,67.9,240,66.3,720,74.9,1440,2015-06-26 13:57:29.817961+00:00
4393,12/06/2015,Calle Cárcer 5,68.2,480,69.0,240,69.6,720,74.9,1440,2015-06-26 13:57:29.800960+00:00
4392,11/06/2015,Calle Cárcer 5,65.6,480,70.3,240,68.0,720,73.2,1440,2015-06-26 13:57:29.786013+00:00
4391,10/06/2015,Calle Cárcer 5,63.3,480,67.6,240,68.2,720,71.3,1440,2015-06-26 13:57:29.770748+00:00
4390,09/06/2015,Calle Cárcer 5,62.9,480,67.4,240,70.5,720,71.8,1440,2015-06-26 13:57:29.755527+00:00
4389,08/06/2015,Calle Cárcer 5,65.4,480,70.0,240,67.4,720,72.9,1440,2015-06-26 13:57:29.740036+00:00
4388,07/06/2015,Calle Cárcer 5,62.4,480,69.4,240,66.4,720,71.0,1440,2015-06-26 13:57:29.723044+00:00
4387,06/06/2015,Calle Cárcer 5,68.2,480,67.1,240,67.2,720,74.4,1440,2015-06-26 13:57:29.707900+00:00
4386,05/06/2015,Calle Cárcer 5,69.1,480,69.1,240,68.0,720,75.4,1440,2015-06-26 13:57:29.692720+00:00
4385,04/06/2015,Calle Cárcer 5,65.4,480,70.2,240,68.0,720,73.1,1440,2015-06-26 13:57:29.677508+00:00
4384,03/06/2015,Calle Cárcer 5,63.8,480,68.2,240,73.8,720,73.7,1440,2015-06-26 13:57:29.662547+00:00
4383,02/06/2015,Calle Cárcer 5,63.3,480,69.9,349,67.2,1106,71.4,1935,2015-06-26 13:57:29.647627+00:00
4382,01/06/2015,Calle Cárcer 5,65.6,480,67.6,240,67.9,723,72.6,1443,2015-06-26 13:57:29.630098+00:00
4381,31/05/2015,Calle Cárcer 5,64.0,480,66.7,240,66.0,720,71.1,1440,2015-06-26 13:57:29.614896+00:00
4380,30/05/2015,Calle Cárcer 5,69.1,480,68.1,240,67.4,720,75.2,1440,2015-06-26 13:57:29.599938+00:00
4379,29/05/2015,Calle Cárcer 5,68.9,480,69.3,240,69.1,720,75.4,1440,2015-06-26 13:57:29.585090+00:00
4378,28/05/2015,Calle Cárcer 5,65.7,480,68.2,240,69.5,720,73.1,1440,2015-06-26 13:57:29.569402+00:00
4377,26/05/2015,Calle Cárcer 5,63.2,480,68.6,240,68.1,720,71.5,1440,2015-06-26 13:57:29.549443+00:00
4376,25/05/2015,Calle Cárcer 5,65.9,480,67.4,240,67.8,720,72.8,1440,2015-06-26 13:57:29.534512+00:00
4375,24/05/2015,Calle Cárcer 5,62.6,480,65.8,240,67.2,720,70.3,1440,2015-06-26 13:57:29.519368+00:00
4374,23/05/2015,Calle Cárcer 5,68.9,480,68.4,240,66.6,720,75.1,1440,2015-06-26 13:57:29.486957+00:00
4373,22/05/2015,Calle Cárcer 5,68.2,480,70.1,240,68.7,720,74.9,1440,2015-06-26 13:57:29.471288+00:00
4372,21/05/2015,Calle Cárcer 5,66.6,484,69.9,240,68.7,720,73.8,1444,2015-06-26 13:57:29.456154+00:00
4371,20/05/2015,Calle Cárcer 5,63.5,480,68.1,240,68.9,720,71.7,1440,2015-06-26 13:57:29.441424+00:00
4370,19/05/2015,Calle Cárcer 5,63.0,480,67.5,240,68.0,720,71.0,1440,2015-06-26 13:57:29.426404+00:00
4369,18/05/2015,Calle Cárcer 5,65.7,480,67.6,240,67.7,720,72.7,1440,2015-06-26 13:57:29.410956+00:00
4368,17/05/2015,Calle Cárcer 5,65.4,480,67.5,240,66.9,696,72.3,1416,2015-06-26 13:57:29.395810+00:00
4367,16/05/2015,Calle Cárcer 5,71.0,480,72.1,240,68.4,720,77.4,1440,2015-06-26 13:57:29.380903+00:00
4366,15/05/2015,Calle Cárcer 5,69.4,480,70.0,240,69.2,720,75.9,1440,2015-06-26 13:57:29.365572+00:00
4365,14/05/2015,Calle Cárcer 5,66.0,480,69.9,240,69.1,720,73.5,1440,2015-06-26 13:57:29.349832+00:00
4364,13/05/2015,Calle Cárcer 5,64.0,480,68.9,240,69.1,720,72.2,1440,2015-06-26 13:57:29.334696+00:00
4363,12/05/2015,Calle Cárcer 5,64.0,480,68.3,240,69.8,721,72.3,1441,2015-06-26 13:57:29.318516+00:00
4362,11/05/2015,Calle Cárcer 5,64.8,480,69.1,240,68.8,720,72.6,1440,2015-06-26 13:57:29.303000+00:00
4361,10/05/2015,Calle Cárcer 5,63.8,480,67.0,240,67.5,720,71.3,1440,2015-06-26 13:57:29.286827+00:00
4360,09/05/2015,Calle Cárcer 5,69.1,480,69.1,240,68.2,720,75.4,1440,2015-06-26 13:57:29.271105+00:00
4359,08/05/2015,Calle Cárcer 5,69.1,480,70.2,240,69.1,720,75.7,1440,2015-06-26 13:57:29.256253+00:00
4358,07/05/2015,Calle Cárcer 5,66.4,480,69.0,240,70.6,720,73.9,1440,2015-06-26 13:57:29.240976+00:00
4357,06/05/2015,Calle Cárcer 5,66.9,480,69.3,240,69.2,720,74.0,1440,2015-06-26 13:57:29.225907+00:00
4356,05/05/2015,Calle Cárcer 5,63.2,480,68.6,240,69.0,564,71.9,1284,2015-06-26 13:57:29.210301+00:00
4355,03/05/2015,Calle Cárcer 5,64.0,482,67.0,153,67.1,720,71.3,1355,2015-06-26 13:57:29.190981+00:00
4354,02/05/2015,Calle Cárcer 5,68.1,480,69.4,240,67.3,720,74.6,1440,2015-06-26 13:57:29.176336+00:00
4353,01/05/2015,Calle Cárcer 5,68.5,480,68.4,240,69.6,720,75.1,1440,2015-06-26 13:57:29.160832+00:00
4352,30/04/2015,Calle Cárcer 5,70.8,480,70.4,240,69.9,720,77.0,1440,2015-06-26 13:57:29.145556+00:00
4351,29/04/2015,Calle Cárcer 5,66.7,480,69.1,240,69.6,720,73.9,1440,2015-06-26 13:57:29.130500+00:00
4350,28/04/2015,Calle Cárcer 5,63.7,480,69.4,240,69.2,720,72.2,1440,2015-06-26 13:57:29.115212+00:00
4349,27/04/2015,Calle Cárcer 5,65.2,480,68.8,240,69.4,720,72.9,1440,2015-06-26 13:57:29.099444+00:00
4348,26/04/2015,Calle Cárcer 5,67.0,480,66.5,240,65.8,720,73.2,1440,2015-06-26 13:57:29.083214+00:00
4347,25/04/2015,Calle Cárcer 5,71.4,480,70.3,240,69.5,720,77.5,1440,2015-06-26 13:57:29.068279+00:00
4346,24/04/2015,Calle Cárcer 5,70.1,480,70.3,240,71.7,720,76.8,1440,2015-06-26 13:57:29.053253+00:00
4345,23/04/2015,Calle Cárcer 5,69.1,480,69.0,240,69.5,720,75.5,1440,2015-06-26 13:57:29.038017+00:00
4344,22/04/2015,Calle Cárcer 5,68.7,480,68.7,120,69.2,583,75.7,1183,2015-06-26 13:57:29.022145+00:00
4464,30/06/2015,Calle Granados 2,64.9,480,65.5,240,63.6,720,71.3,1440,2015-07-01 07:20:05.798245+00:00
4451,29/06/2015,Calle Granados 2,64.1,480,65.1,240,64.1,720,70.7,1440,2015-06-30 07:20:06.421128+00:00
4438,28/06/2015,Calle Granados 2,62.5,480,62.4,240,63.2,720,69.0,1440,2015-06-29 07:20:06.041763+00:00
4425,27/06/2015,Calle Granados 2,71.3,480,66.0,240,67.7,720,77.0,1440,2015-06-28 07:20:06.440867+00:00
3985,25/06/2015,Calle Granados 2,69.6,374,67.9,240,63.6,726,74.8,1340,2015-06-26 13:53:21.427011+00:00
3984,24/06/2015,Calle Granados 2,64.7,473,65.8,240,71.2,720,72.6,1433,2015-06-26 13:53:21.412008+00:00
3983,23/06/2015,Calle Granados 2,63.9,480,63.6,240,62.8,720,70.1,1440,2015-06-26 13:53:21.395947+00:00
3982,22/06/2015,Calle Granados 2,64.6,480,66.1,240,64.3,720,71.2,1440,2015-06-26 13:53:21.379766+00:00
3981,21/06/2015,Calle Granados 2,63.4,480,63.8,240,63.7,720,69.9,1440,2015-06-26 13:53:21.364114+00:00
3980,20/06/2015,Calle Granados 2,71.9,480,68.4,240,65.8,720,77.6,1440,2015-06-26 13:53:21.348371+00:00
3979,19/06/2015,Calle Granados 2,72.1,480,68.7,240,64.6,720,77.7,1440,2015-06-26 13:53:21.332765+00:00
3978,18/06/2015,Calle Granados 2,69.4,480,69.3,240,65.8,720,75.5,1440,2015-06-26 13:53:21.317311+00:00
3977,17/06/2015,Calle Granados 2,63.7,480,66.4,240,63.2,720,70.5,1440,2015-06-26 13:53:21.301159+00:00
3976,16/06/2015,Calle Granados 2,63.4,480,64.2,240,62.7,720,69.8,1440,2015-06-26 13:53:21.285198+00:00
3975,15/06/2015,Calle Granados 2,64.7,480,64.6,240,63.3,720,71.0,1440,2015-06-26 13:53:21.269315+00:00
3974,14/06/2015,Calle Granados 2,64.7,480,65.0,240,66.3,720,71.4,1440,2015-06-26 13:53:21.252904+00:00
3973,13/06/2015,Calle Granados 2,72.0,480,68.6,240,66.6,720,77.7,1440,2015-06-26 13:53:21.236824+00:00
3972,12/06/2015,Calle Granados 2,71.1,480,71.1,240,65.3,720,77.1,1440,2015-06-26 13:53:21.220217+00:00
3971,11/06/2015,Calle Granados 2,66.6,480,67.2,240,64.6,720,72.9,1440,2015-06-26 13:53:21.203825+00:00
3970,10/06/2015,Calle Granados 2,65.7,480,67.1,240,65.2,720,72.3,1440,2015-06-26 13:53:21.186986+00:00
3969,09/06/2015,Calle Granados 2,63.0,480,66.5,240,65.8,720,70.4,1440,2015-06-26 13:53:21.170511+00:00
3968,08/06/2015,Calle Granados 2,64.0,480,65.6,240,65.1,720,70.8,1440,2015-06-26 13:53:21.154345+00:00
3967,07/06/2015,Calle Granados 2,64.4,480,78.7,240,65.0,720,77.0,1440,2015-06-26 13:53:21.138552+00:00
3966,06/06/2015,Calle Granados 2,71.6,480,68.6,240,65.1,720,77.3,1440,2015-06-26 13:53:21.121656+00:00
3965,05/06/2015,Calle Granados 2,71.3,480,69.3,240,64.4,720,77.0,1440,2015-06-26 13:53:21.105405+00:00
3964,04/06/2015,Calle Granados 2,66.7,480,66.8,240,63.5,720,72.8,1440,2015-06-26 13:53:21.089110+00:00
3963,03/06/2015,Calle Granados 2,64.7,480,65.7,240,63.1,720,71.1,1440,2015-06-26 13:53:21.072452+00:00
3962,02/06/2015,Calle Granados 2,62.3,480,64.7,240,63.3,719,69.2,1439,2015-06-26 13:53:21.056420+00:00
3961,01/06/2015,Calle Granados 2,63.4,480,64.3,240,62.7,720,69.9,1440,2015-06-26 13:53:21.040335+00:00
3960,31/05/2015,Calle Granados 2,63.2,480,63.1,240,70.1,720,71.2,1440,2015-06-26 13:53:21.024064+00:00
3959,30/05/2015,Calle Granados 2,71.5,480,70.1,240,67.3,720,77.5,1440,2015-06-26 13:53:21.007850+00:00
3958,29/05/2015,Calle Granados 2,71.1,480,69.8,240,63.7,720,76.9,1440,2015-06-26 13:53:20.991545+00:00
3957,28/05/2015,Calle Granados 2,67.3,480,66.3,240,63.6,720,73.2,1440,2015-06-26 13:53:20.975919+00:00
3956,26/05/2015,Calle Granados 2,62.6,480,64.2,240,65.2,720,69.6,1440,2015-06-26 13:53:20.954762+00:00
3955,25/05/2015,Calle Granados 2,63.0,480,63.2,240,62.6,720,69.4,1440,2015-06-26 13:53:20.938114+00:00
3954,24/05/2015,Calle Granados 2,64.1,480,62.6,240,66.6,720,70.7,1440,2015-06-26 13:53:20.921667+00:00
3953,23/05/2015,Calle Granados 2,71.3,480,67.2,240,68.0,720,77.1,1440,2015-06-26 13:53:20.905289+00:00
3952,22/05/2015,Calle Granados 2,71.0,480,68.6,240,64.5,720,76.8,1440,2015-06-26 13:53:20.885790+00:00
3951,21/05/2015,Calle Granados 2,68.1,480,66.1,240,63.2,720,73.9,1440,2015-06-26 13:53:20.870221+00:00
3950,20/05/2015,Calle Granados 2,64.2,480,65.6,240,65.0,720,70.9,1440,2015-06-26 13:53:20.853900+00:00
3949,19/05/2015,Calle Granados 2,62.8,480,64.1,240,62.6,720,69.4,1440,2015-06-26 13:53:20.837820+00:00
3948,18/05/2015,Calle Granados 2,63.5,480,64.4,240,62.7,720,69.9,1440,2015-06-26 13:53:20.821346+00:00
3947,17/05/2015,Calle Granados 2,66.2,480,62.6,240,66.4,696,72.4,1416,2015-06-26 13:53:20.805200+00:00
3946,16/05/2015,Calle Granados 2,74.5,480,73.0,240,65.9,720,80.3,1440,2015-06-26 13:53:20.789697+00:00
3945,15/05/2015,Calle Granados 2,70.5,480,70.8,240,65.0,720,76.6,1440,2015-06-26 13:53:20.774002+00:00
3944,14/05/2015,Calle Granados 2,66.6,480,66.5,240,66.7,718,73.0,1438,2015-06-26 13:53:20.757355+00:00
4465,30/06/2015,Calle José Denis Belgrano 2-4,62.9,480,62.2,240,59.1,720,68.9,1440,2015-07-01 07:20:06.354452+00:00
4452,29/06/2015,Calle José Denis Belgrano 2-4,64.0,480,64.2,240,59.0,720,70.0,1440,2015-06-30 07:20:07.002237+00:00
4439,28/06/2015,Calle José Denis Belgrano 2-4,61.2,480,61.6,240,62.2,720,67.8,1440,2015-06-29 07:20:06.609870+00:00
4426,27/06/2015,Calle José Denis Belgrano 2-4,69.7,480,67.4,240,65.1,720,75.5,1440,2015-06-28 07:20:07.030080+00:00
4039,25/06/2015,Calle José Denis Belgrano 2-4,68.0,374,69.8,240,62.5,721,73.8,1335,2015-06-26 13:53:53.977551+00:00
4038,24/06/2015,Calle José Denis Belgrano 2-4,62.6,472,63.2,240,59.3,720,68.8,1432,2015-06-26 13:53:53.962748+00:00
4037,23/06/2015,Calle José Denis Belgrano 2-4,61.1,480,60.0,240,61.2,720,67.4,1440,2015-06-26 13:53:53.947485+00:00
4036,22/06/2015,Calle José Denis Belgrano 2-4,60.9,480,63.0,240,63.4,720,68.0,1440,2015-06-26 13:53:53.932244+00:00
4035,21/06/2015,Calle José Denis Belgrano 2-4,61.7,480,63.1,240,63.9,720,68.6,1440,2015-06-26 13:53:53.917164+00:00
4034,20/06/2015,Calle José Denis Belgrano 2-4,67.8,480,68.9,240,64.7,720,74.1,1440,2015-06-26 13:53:53.902100+00:00
4033,19/06/2015,Calle José Denis Belgrano 2-4,69.0,480,67.8,240,62.9,720,74.9,1440,2015-06-26 13:53:53.886348+00:00
4032,18/06/2015,Calle José Denis Belgrano 2-4,63.9,480,66.8,240,60.7,720,70.6,1440,2015-06-26 13:53:53.870364+00:00
4031,17/06/2015,Calle José Denis Belgrano 2-4,62.3,480,66.2,240,60.8,720,69.3,1440,2015-06-26 13:53:53.838445+00:00
4030,16/06/2015,Calle José Denis Belgrano 2-4,61.4,480,60.9,240,59.5,720,67.5,1440,2015-06-26 13:53:53.823510+00:00
4029,15/06/2015,Calle José Denis Belgrano 2-4,60.8,480,62.5,240,59.4,720,67.3,1440,2015-06-26 13:53:53.807756+00:00
4028,14/06/2015,Calle José Denis Belgrano 2-4,64.3,480,63.1,240,63.2,720,70.5,1440,2015-06-26 13:53:53.792610+00:00
4027,13/06/2015,Calle José Denis Belgrano 2-4,70.9,480,70.8,240,69.1,720,77.1,1440,2015-06-26 13:53:53.777472+00:00
4026,12/06/2015,Calle José Denis Belgrano 2-4,69.5,480,69.2,240,62.7,720,75.5,1440,2015-06-26 13:53:53.762062+00:00
4025,11/06/2015,Calle José Denis Belgrano 2-4,64.5,480,66.4,240,62.9,720,71.0,1440,2015-06-26 13:53:53.746454+00:00
4024,10/06/2015,Calle José Denis Belgrano 2-4,61.8,480,64.1,240,63.9,720,68.8,1440,2015-06-26 13:53:53.730736+00:00
4023,09/06/2015,Calle José Denis Belgrano 2-4,61.3,480,66.7,240,60.5,720,68.8,1440,2015-06-26 13:53:53.715470+00:00
4022,08/06/2015,Calle José Denis Belgrano 2-4,59.2,480,63.0,240,60.2,720,66.4,1440,2015-06-26 13:53:53.700424+00:00
4021,07/06/2015,Calle José Denis Belgrano 2-4,62.1,480,71.1,240,62.6,720,71.2,1440,2015-06-26 13:53:53.685411+00:00
4020,06/06/2015,Calle José Denis Belgrano 2-4,69.6,480,69.3,240,63.5,720,75.6,1440,2015-06-26 13:53:53.669038+00:00
4019,05/06/2015,Calle José Denis Belgrano 2-4,70.4,480,70.2,240,63.5,720,76.4,1440,2015-06-26 13:53:53.654096+00:00
4018,04/06/2015,Calle José Denis Belgrano 2-4,66.1,480,68.8,240,60.6,720,72.6,1440,2015-06-26 13:53:53.638825+00:00
4017,03/06/2015,Calle José Denis Belgrano 2-4,62.8,480,65.1,240,61.4,720,69.4,1440,2015-06-26 13:53:53.624183+00:00
4016,02/06/2015,Calle José Denis Belgrano 2-4,65.1,480,67.5,240,61.9,717,71.6,1437,2015-06-26 13:53:53.609403+00:00
4015,01/06/2015,Calle José Denis Belgrano 2-4,61.3,480,63.3,240,60.0,708,67.9,1428,2015-06-26 13:53:53.594591+00:00
4014,31/05/2015,Calle José Denis Belgrano 2-4,60.6,480,62.4,240,65.4,720,68.1,1440,2015-06-26 13:53:53.579515+00:00
4013,30/05/2015,Calle José Denis Belgrano 2-4,68.7,480,69.3,240,62.6,720,74.8,1440,2015-06-26 13:53:53.564450+00:00
4012,29/05/2015,Calle José Denis Belgrano 2-4,70.5,480,70.8,240,62.3,720,76.5,1440,2015-06-26 13:53:53.549524+00:00
4011,28/05/2015,Calle José Denis Belgrano 2-4,64.9,480,67.0,240,59.5,720,71.3,1440,2015-06-26 13:53:53.534281+00:00
4010,26/05/2015,Calle José Denis Belgrano 2-4,62.0,480,62.7,240,60.7,720,68.3,1440,2015-06-26 13:53:53.513625+00:00
4009,25/05/2015,Calle José Denis Belgrano 2-4,62.7,480,63.1,240,61.6,720,69.0,1440,2015-06-26 13:53:53.498197+00:00
4008,24/05/2015,Calle José Denis Belgrano 2-4,61.7,480,66.8,240,64.2,720,69.4,1440,2015-06-26 13:53:53.482994+00:00
4007,23/05/2015,Calle José Denis Belgrano 2-4,69.2,480,67.9,240,65.3,720,75.1,1440,2015-06-26 13:53:53.466471+00:00
