gid,tipo_insta,estado,tipo_estac,calle_1,num_calle1,calle_2,num_calle2,calle_3,num_calle3,num_instal,num_zona,num_centra,fecha,orden_trab,observacio,armario_es,armario_de,columna800,detector,central_de,proteccion,arrancador,icp_amperi,dif_amperi,rotacion,OID_,N?®MERO,D?ûA,TARDE,NOCHE,IMD
637,EA,Instalado,Anual,CALLE ZAFIRO,,RONDA HISPANIDAD,,CALLE ROCIO,,585,0,0,27/10/2015,,,0,0,0,0,0,0,0,,,0,552,585,"0,05690","0,06550","0,00680","6894,00000"
638,EA,Instalado,Anual,CALLE ZAFIRO,,CALLE ROCIO,,RONDA HISPANIDAD,,586,0,0,27/10/2015,,,0,0,0,0,0,0,0,,,0,553,586,"0,05840","0,04910","0,01290","7240,00000"
639,EA,Instalado,Anual,AVENIDA DE LA POLICIA LOCAL,,RONDA HISPANIDAD,,"PIRANESI, GIOVANNI B.",,588,0,0,27/10/2015,,,0,0,0,0,0,0,0,,,0,555,588,"0,06060","0,05550","0,00630","13135,00000"
640,EA,Instalado,Anual,TIZIANO,,"PIRANESI, GIOVANNI B.",,RONDA HISPANIDAD,,587,0,0,27/10/2015,,,0,0,0,0,0,0,0,,,0,554,587,"0,05430","0,07410","0,00660","13174,00000"
641,EA,Instalado,Anual,PASEO DUQUE DE ALBA,,SARRION,,CALLE FRAY JULIAN GARCES,,449,0,0,22/10/2015,,,0,0,0,0,0,0,0,,,0,435,449,"0,06620","0,04240","0,00460","3300,00000"
642,EA,Instalado,Anual,PASEO DUQUE DE ALBA,,CALLE FRAY JULIAN GARCES,,SARRION,,448,0,0,22/10/2015,,,0,0,0,0,0,0,0,,,0,434,448,"0,06160","0,04850","0,00830","3404,00000"
643,EA,Instalado,Anual,CALLE CUARTA AVENIDA,,CALLE ESMERALDA,,CALLE PENSAMIENTO,,460,0,0,,,,0,0,0,0,0,0,0,,,0,445,460,"0,05700","0,05720","0,01090","350,00000"
644,EA,Instalado,Anual,CALLE CUARTA AVENIDA,,CALLE PENSAMIENTO,,CALLE ESMERALDA,,459,0,0,,,,0,0,0,0,0,0,0,,,0,444,459,"0,05830","0,05000","0,01250","2765,00000"
645,EA,Instalado,Anual,CALLE OVIEDO,,CALLE SAN ANTONIO DE PADUA,,CALLE FAUSTINO CASAMAYOR,,458,0,0,23/10/2015,,,0,0,0,0,0,0,0,,,0,443,458,"0,05750","0,05820","0,00960","2740,00000"
646,EA,Instalado,Anual,CALLE TTE.CORONEL LEON MOYANO,,CALLE SAN ANTONIO DE PADUA,,CALLE PADRE ELIAS LIMONAR,,457,0,0,23/10/2015,,,0,0,0,0,0,0,0,,,0,442,457,"0,05700","0,06270","0,00810","1463,00000"
647,EA,Instalado,Anual,CALLE SAN ANTONIO DE PADUA,,CALLE TTE.CORONEL LEON MOYANO,,CALLE SAN VIATOR,,456,0,0,23/10/2015,,,0,0,0,0,0,0,0,,,0,441,456,"0,05870","0,05950","0,00720","4650,00000"
648,EA,Instalado,Anual,CALLE SAN VIATOR,,CALLE SAN ANTONIO DE PADUA,,CALLE SALUD,,455,0,0,,,,0,0,0,0,0,0,0,,,0,440,455,"0,05530","0,05850","0,01280","4871,00000"
649,EA,Instalado,Anual,CALLE RUIZ TAPIADOR,,CALLE VENECIA,,VIA RAMON PIGNATELLI,,451,0,0,22/10/2015,,,0,0,0,0,0,0,0,,,0,437,451,"0,06490","0,04200","0,00660","3639,00000"
650,EA,Instalado,Anual,PASEO MARIANO RENOVALES,,CALLE ARZOBISPO CASIMIRO MORCILLO,,CALLE JULIO CEJADOR FRAUCA,,220,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,210,220,"0,06140","0,05610","0,00480","9672,00000"
651,EA,Instalado,Anual,PASEO MARIANO RENOVALES,,CALLE JULIO CEJADOR FRAUCA,,CALLE ARZOBISPO CASIMIRO MORCILLO,,219,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,209,219,"0,06370","0,04520","0,00690","5392,00000"
652,EA,Instalado,Anual,PASEO RUISE?âÔÇÿORES,,CALLE MAESTRO ESTREMIANA,,CALLE FERNANDO DE ANTEQUERA,,217,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,207,217,"0,06420","0,04870","0,00430","6284,00000"
653,EA,Instalado,Anual,CALLE ARZOBISPO CASIMIRO MORCILLO,,CALLE FRAY LUIS AMIGO,,PASEO MARIANO RENOVALES,,218,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,208,218,"0,06170","0,05420","0,00540","4028,00000"
654,EA,Instalado,Anual,PASEO SAGASTA,,AVENIDA PINTOR FRANCISCO GOYA,,CALLE JOSE MONCASI,,203,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,193,203,"0,05920","0,05470","0,00880","9664,00000"
655,EA,Instalado,Anual,PASEO SAGASTA,,CALLE JOSE MONCASI,,AVENIDA PINTOR FRANCISCO GOYA,,204,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,194,204,"0,06180","0,04770","0,00840","11145,00000"
656,EA,Instalado,Anual,PASEO SAGASTA,,CALLE BOLONIA,,CALLE LA PAZ,,39,0,0,13/10/2015,,,0,0,0,0,0,0,0,,,0,37,39,"0,05890","0,05460","0,00930","8463,00000"
657,EA,Instalado,Anual,PASEO SAGASTA,,CALLE LA PAZ,,CALLE BOLONIA,,38,0,0,13/10/2015,,,0,0,0,0,0,0,0,,,0,36,38,"0,06190","0,04590","0,00920","8443,00000"
658,EA,Instalado,Anual,AVENIDA TENOR FLETA,,PASEO SAGASTA,,CALLE HEROES DEL SILENCIO,,244,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,234,244,"0,06000","0,05500","0,00740","7121,00000"
659,EA,Instalado,Anual,AVENIDA TENOR FLETA,,CALLE HEROES DEL SILENCIO,,PASEO SAGASTA,,243,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,233,243,"0,06070","0,05080","0,00860","9068,00000"
660,EA,Instalado,Anual,AVENIDA PINTOR FRANCISCO GOYA,,CALLE PERPETUO SOCORRO,,CALLE ARZOBISPO DOMENECH,,201,0,0,,,,0,0,0,0,0,0,0,,,0,191,201,"0,06140","0,04830","0,00870","11476,00000"
661,EA,Instalado,Anual,AVENIDA PINTOR FRANCISCO GOYA,,CALLE ARZOBISPO DOMENECH,,CALLE PERPETUO SOCORRO,,202,0,0,,,,0,0,0,0,0,0,0,,,0,192,202,"0,06020","0,05620","0,00660","12541,00000"
662,EA,Instalado,Anual,CALLE MARTIN RUIZANGLADA,,CALLE JUAN JOSE RIVAS,,AVENIDA PINTOR FRANCISCO GOYA,,417,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,403,417,"0,06410","0,05010","0,00380","2006,00000"
663,EA,Instalado,Anual,PASEO GRAN VIA,,AVENIDA PINTOR FRANCISCO GOYA,,CALLE MARTIN RUIZANGLADA,,40,0,0,13/10/2015,,,0,0,0,0,0,0,0,,,0,38,40,"0,05950","0,04860","0,01150","4923,00000"
664,EA,Instalado,Anual,PASEO GRAN VIA,,CALLE MARTIN RUIZANGLADA,,AVENIDA PINTOR FRANCISCO GOYA,,41,0,0,13/10/2015,,,0,0,0,0,0,0,0,,,0,39,41,"0,05520","0,05550","0,01450","5752,00000"
665,EA,Instalado,Anual,AVENIDA PINTOR FRANCISCO GOYA,,PASEO FERNANDO CATOLICO,,CALLE BALTASAR GRACIAN,,43,0,0,13/10/2015,,,0,0,0,0,0,0,0,,,0,41,43,"0,05990","0,05220","0,00900","14099,00000"
666,EA,Instalado,Anual,AVENIDA PINTOR FRANCISCO GOYA,,CALLE BALTASAR GRACIAN,,PASEO FERNANDO CATOLICO,,42,0,0,13/10/2015,,,0,0,0,0,0,0,0,,,0,40,42,"0,06070","0,05160","0,00820","11846,00000"
667,EA,Instalado,Anual,PASEO FERNANDO CATOLICO,,AVENIDA PINTOR FRANCISCO GOYA,,CALLE MARIANO BARBASAN,,284,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,273,284,"0,05750","0,05160","0,01290","7054,00000"
668,EA,Instalado,Anual,PASEO FERNANDO CATOLICO,,CALLE MARIANO BARBASAN,,AVENIDA PINTOR FRANCISCO GOYA,,283,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,272,283,"0,06210","0,04130","0,01120","5572,00000"
669,EA,Instalado,Anual,CALLE CORTES DE ARAGON,,CALLE LUIS LOPEZ ALLUE,,AVENIDA PINTOR FRANCISCO GOYA,,101,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,93,101,"0,06150","0,04870","0,00840","10268,00000"
670,EA,Instalado,Anual,CALLE MARIANO BARBASAN,,CALLE FELIX LATASSA,,PASEO FERNANDO CATOLICO,,103,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,95,103,"0,05880","0,05290","0,01040","13362,00000"
671,EA,Instalado,Anual,CALLE MAESTRO TOMAS BRETON,,PASEO FERNANDO CATOLICO,,CALLE BALTASAR GRACIAN,,102,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,94,102,"0,05810","0,05370","0,01100","14408,00000"
672,EA,Instalado,Anual,PASEO FERNANDO CATOLICO,,CALLE MARIANO BARBASAN,,CALLE SAN JUAN DE LA CRUZ,,105,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,97,105,"0,05880","0,05020","0,01170","5238,00000"
673,EA,Instalado,Anual,PASEO FERNANDO CATOLICO,,CALLE SAN JUAN DE LA CRUZ,,CALLE MARIANO BARBASAN,,104,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,96,104,"0,06100","0,04830","0,00940","5106,00000"
674,EA,Instalado,Anual,CALLE SAN JUAN DE LA CRUZ,,CALLE FELIX LATASSA,,CALLE SANTA TERESA DE JESUS,,106,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,98,106,"0,05800","0,05100","0,01250","15786,00000"
675,EA,Instalado,Anual,CALLE CORONA DE ARAGON,,CALLE BALTASAR GRACIAN,,PASEO FERNANDO CATOLICO,,107,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,99,107,"0,06130","0,04180","0,01220","14406,00000"
676,EA,Instalado,Anual,CALLE FELIX LATASSA,,CALLE SAN JUAN DE LA CRUZ,,CALLE MARIANO BARBASAN,,416,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,402,416,"0,06010","0,05140","0,00910","3193,00000"
677,EA,Instalado,Anual,CALLE SANTA TERESA DE JESUS,,CALLE MARIANO BARBASAN,,CALLE SAN JUAN DE LA CRUZ,,415,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,401,415,"0,06260","0,05020","0,00600","3672,00000"
678,EA,Instalado,Anual,PASEO FERNANDO CATOLICO,,CALLE ANDRES GIMENEZ SOLER,,PLAZA SAN FRANCISCO,,110,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,102,110,"0,06090","0,04800","0,00970","7267,00000"
679,EA,Instalado,Anual,PASEO FERNANDO CATOLICO,,PLAZA SAN FRANCISCO,,CALLE ANDRES GIMENEZ SOLER,,109,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,101,109,"0,05870","0,05040","0,01170","6610,00000"
680,EA,Instalado,Anual,CALLE LUIS VIVES,,CALLE ANDRES PIQUER,,PASEO FERNANDO CATOLICO,,112,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,104,112,"0,06270","0,04840","0,00680","12722,00000"
681,EA,Instalado,Anual,CALLE MANUEL SERRANO SANZ,,PASEO FERNANDO CATOLICO,,CALLE ARZOBISPO APAOLAZA,,111,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,103,111,"0,06250","0,04850","0,00700","6859,00000"
682,EA,Instalado,Anual,CALLE MANUEL LASALA,,PASEO FERNANDO CATOLICO,,CALLE LUIS VIVES,,113,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,105,113,"0,06080","0,05620","0,00560","15350,00000"
683,EA,Instalado,Anual,PASEO FERNANDO CATOLICO,,PLAZA EMPERADOR CARLOS,,CALLE LUIS VIVES,,114,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,106,114,"0,06300","0,04770","0,00670","6933,00000"
684,EA,Instalado,Anual,PASEO FERNANDO CATOLICO,,CALLE LUIS VIVES,,PLAZA EMPERADOR CARLOS,,115,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,107,115,"0,06190","0,05020","0,00700","12957,00000"
685,EA,Instalado,Anual,PASEO ISABEL CATOLICA,,PLAZA EMPERADOR CARLOS,,CALLE LUIS BERMEJO,,117,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,109,117,"0,06280","0,04900","0,00620","13004,00000"
686,EA,Instalado,Anual,PASEO ISABEL CATOLICA,,CALLE LUIS BERMEJO,,PLAZA EMPERADOR CARLOS,,116,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,108,116,"0,06170","0,05280","0,00600","13713,00000"
687,EA,Instalado,Anual,CALLE PEDRO CERBUNA,,PLAZA EMPERADOR CARLOS,,CALLE MANUEL SERRANO SANZ,,108,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,100,108,"0,06570","0,04580","0,00360","4213,00000"
688,EA,Instalado,Anual,CALLE VIOLANTE DE HUNGRIA,,CALLE EDUARDO IBARRA,,CALLE PEDRO CERBUNA,,118,0,0,,,,0,0,0,0,0,0,0,,,0,110,118,"0,06320","0,04950","0,00550","13201,00000"
689,EA,Instalado,Anual,CALLE VIOLANTE DE HUNGRIA,,CALLE PEDRO CERBUNA,,CALLE EDUARDO IBARRA,,119,0,0,,,,0,0,0,0,0,0,0,,,0,111,119,"0,06180","0,05290","0,00590","4212,00000"
690,EA,Instalado,Anual,CALLE JERUSALEN,,CALLE EDUARDO IBARRA,,PASEO ISABEL CATOLICA,,121,0,0,,,,0,0,0,0,0,0,0,,,0,112,121,"0,06460","0,04870","0,00380","4635,00000"
691,EA,Instalado,Anual,CALLE PEDRO IV CEREMONIOSO,,PASEO ISABEL CATOLICA,,CALLE JUAN II DE ARAGON,,124,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,115,124,"0,06620","0,04430","0,00360","1962,00000"
692,EA,Instalado,Anual,CALLE PEDRO IV CEREMONIOSO,,CALLE JUAN II DE ARAGON,,PASEO ISABEL CATOLICA,,125,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,116,125,"0,06790","0,03950","0,00350","1405,00000"
693,EA,Instalado,Anual,CALLE VAZQUEZ DE MELLA,,CALLE PADRE ARRUPE,,PASEO ISABEL CATOLICA,,419,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,405,419,"0,06840","0,03880","0,00310","4599,00000"
694,EA,Instalado,Anual,VIA HISPANIDAD,,CALLE MIGUEL ASIN Y PALACIOS,,PASEO ISABEL CATOLICA,,128,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,119,128,"0,06280","0,04690","0,00730","15144,00000"
695,EA,Instalado,Anual,VIA HISPANIDAD,,PASEO ISABEL CATOLICA,,CALLE MIGUEL ASIN Y PALACIOS,,129,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,120,129,"0,06270","0,05070","0,00560","15174,00000"
696,EA,Instalado,Anual,CALLE LA VIA,,CALLE LAS MISIONES,,VIA HISPANIDAD,,382,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,368,382,"0,06350","0,04720","0,00610","6149,00000"
697,EA,Instalado,Anual,CALLE TOMAS GABASA GARRALAGA,,VIA HISPANIDAD,,CALLE LAS MISIONES,,383,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,369,383,"0,06270","0,04850","0,00670","3310,00000"
698,EA,Instalado,Anual,CALLE CONDES DE ARAGON,,CALLE PEDRO IV CEREMONIOSO,,VIA HISPANIDAD,,127,0,0,,,,0,0,0,0,0,0,0,,,0,118,127,"0,06430","0,04410","0,00650","6992,00000"
699,EA,Instalado,Anual,CALLE MIGUEL ASIN Y PALACIOS,,CALLE PEDRO IV CEREMONIOSO,,CALLE PEDRO III EL GRANDE,,126,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,117,126,"0,06500","0,04580","0,00460","7306,00000"
700,EA,Instalado,Anual,VIA IBERICA,,VIA HISPANIDAD,,CALLE ESCUELA,,130,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,121,130,"0,06120","0,05130","0,00750","10424,00000"
701,EA,Instalado,Anual,VIA IBERICA,,CALLE ESCUELA,,VIA HISPANIDAD,,131,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,122,131,"0,06440","0,04680","0,00500","13331,00000"
702,EA,Instalado,Anual,CALLE EMBARCADERO,,CALLE LA VIA,,VIA IBERICA,,384,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,370,384,"0,06300","0,04630","0,00730","4286,00000"
703,EA,Instalado,Anual,PASEO REYES DE ARAGON,,PASEO DE COLON,,VIA IBERICA,,132,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,123,132,"0,06420","0,04750","0,00500","4418,00000"
704,EA,Instalado,Anual,PASEO INFANTES ESPA?âÔÇÿA,,VIA IBERICA,,PASEO DE COLON,,133,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,124,133,"0,06720","0,04070","0,00390","2978,00000"
705,EA,Instalado,Anual,CALLE SAGRADA FAMILIA,,CALLE MARCELINO ALVAREZ,,CALLE GASTON DE BEARNE,,385,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,371,385,"0,06650","0,04290","0,00380","3120,00000"
706,EA,Instalado,Anual,CALLE SAGRADA FAMILIA,,CALLE GASTON DE BEARNE,,CALLE MARCELINO ALVAREZ,,386,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,372,386,"0,06290","0,04790","0,00670","4424,00000"
707,EA,Instalado,Anual,CALLE ARGUALAS,,CALLE FORATATA,,VIA IBERICA,,388,0,0,,,,0,0,0,0,0,0,0,,,0,374,388,"0,06430","0,04860","0,00420","2559,00000"
708,EA,Instalado,Anual,CALLE ARGUALAS,,VIA IBERICA,,CALLE FORATATA,,387,0,0,,,,0,0,0,0,0,0,0,,,0,373,387,"0,06460","0,04320","0,00640","4632,00000"
709,EA,Instalado,Anual,VIA IBERICA,,CALLE ARGUALAS,,CALLE ALCALDE GOMEZ LAGUNA,,532,0,0,,,,0,0,0,0,0,0,0,,,0,504,532,"0,05400","0,06730","0,01030","8058,00000"
710,EA,Instalado,Anual,VIA IBERICA,,CALLE ALCALDE GOMEZ LAGUNA,,CALLE ARGUALAS,,533,0,0,,,,0,0,0,0,0,0,0,,,0,505,533,"0,06620","0,03890","0,00630","11580,00000"
711,EA,Instalado,Anual,CALLE ALCALDE GOMEZ LAGUNA,,CALLE BELLE EPOQUE,,VIA IBERICA,,535,0,0,,,,0,0,0,0,0,0,0,,,0,507,535,"0,06200","0,04180","0,01110","5032,00000"
712,EA,Instalado,Anual,CALLE ALCALDE GOMEZ LAGUNA,,VIA IBERICA,,CALLE BELLE EPOQUE,,534,0,0,,,,0,0,0,0,0,0,0,,,0,506,534,"0,06040","0,05890","0,00490","3761,00000"
713,EA,Instalado,Anual,CARRETERA VALENCIA,,CALLE ALCALDE GOMEZ LAGUNA,,AVENIDA CASABLANCA,,530,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,502,530,"0,06010","0,04650","0,01170","7161,00000"
714,EA,Instalado,Anual,CARRETERA VALENCIA,,AVENIDA CASABLANCA,,CALLE ALCALDE GOMEZ LAGUNA,,531,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,503,531,"0,06620","0,04050","0,00540","9701,00000"
715,EA,Instalado,Anual,AVENIDA CASABLANCA,,CARRETERA VALENCIA,,CALLE LA PRIMA ANGELICA,,529,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,501,529,"0,06110","0,05470","0,00610","5835,00000"
716,EA,Instalado,Anual,AVENIDA CASABLANCA,,CALLE LA PRIMA ANGELICA,,CARRETERA VALENCIA,,528,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,500,528,"0,06460","0,04010","0,00810","4667,00000"
717,EA,Instalado,Anual,CARRETERA VALENCIA,,AVENIDA CASABLANCA,,CARRETERA VALENCIA,,527,0,0,26/10/2015,,Entre Avd. Casablanca y Extrarradio (direcci?â??n salida de la ciudad),0,0,0,0,0,0,0,,,0,499,527,"0,06010","0,04210","0,01390","7040,00000"
718,EA,Instalado,Anual,CARRETERA VALENCIA,,CARRETERA VALENCIA,,AVENIDA CASABLANCA,,526,0,0,26/10/2015,,Entre Extrarradio y Avd. Casablanca (direcci?â??n entrada a ciudad),0,0,0,0,0,0,0,,,0,498,526,"0,06710","0,03940","0,00470","10489,00000"
719,EA,Instalado,Anual,"SEPTIMO ARTE, AV.",,AVENIDA CASABLANCA,,A REVISAR,,541,0,0,26/10/2015,,Entre Avd. Casablanca y Z-40 (Direcci?â??n salida de ciudad),0,0,0,0,0,0,0,,,0,512,541,"0,06160","0,03980","0,01270","16664,00000"
720,EA,Instalado,Anual,"SEPTIMO ARTE, AV.",,A REVISAR,,AVENIDA CASABLANCA,,542,0,0,26/10/2015,,Entre Z-40 y Avd. Casablanca (direcci?â??n entrada a ciudad),0,0,0,0,0,0,0,,,0,513,542,"0,06010","0,05820","0,00580","15346,00000"
721,EA,Instalado,Anual,AVENIDA CASABLANCA,,RIO BRAVO,,"SEPTIMO ARTE, AV.",,540,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,511,540,"0,06190","0,04120","0,01160","4056,00000"
722,EA,Instalado,Anual,AVENIDA CASABLANCA,,"SEPTIMO ARTE, AV.",,RIO BRAVO,,539,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,510,539,"0,05580","0,06980","0,00630","6465,00000"
723,EA,Instalado,Anual,"SEPTIMO ARTE, AV.",,CALLE UN AMERICANO EN PARIS,,AVENIDA CASABLANCA,,538,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,509,538,"0,05850","0,05010","0,01210","9349,00000"
724,EA,Instalado,Anual,"SEPTIMO ARTE, AV.",,AVENIDA CASABLANCA,,CALLE UN AMERICANO EN PARIS,,537,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,508,537,"0,06290","0,05030","0,00550","9306,00000"
725,EA,Instalado,Anual,AVENIDA CASABLANCA,,CALLE EL ACORAZADO POTEMKIN,,"SEPTIMO ARTE, AV.",,544,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,515,544,"0,06260","0,04360","0,00930","8914,00000"
726,EA,Instalado,Anual,AVENIDA CASABLANCA,,"SEPTIMO ARTE, AV.",,CALLE EL ACORAZADO POTEMKIN,,543,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,514,543,"0,05900","0,05970","0,00660","6317,00000"
727,EA,Instalado,Anual,AVENIDA DE LA ILUSTRACION,,"ALBAR, MANUEL GL.",,"LOREN, SANTIAGO (GL)",,504,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,476,504,"0,05720","0,06630","0,00600","2394,00000"
728,EA,Instalado,Anual,AVENIDA DE LA ILUSTRACION,,"LOREN, SANTIAGO (GL)",,"ALBAR, MANUEL GL.",,505,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,477,505,"0,06330","0,04910","0,00550","2605,00000"
729,EA,Instalado,Anual,CALLE SAN JUAN BAUTISTA DE LA SALLE,,CALLE ALCALDE GOMEZ LAGUNA,,CALLE TOMAS ANZANO,,525,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,497,525,"0,05650","0,06620","0,00710","7706,00000"
730,EA,Instalado,Anual,CALLE SAN JUAN BAUTISTA DE LA SALLE,,CALLE TOMAS ANZANO,,CALLE ALCALDE GOMEZ LAGUNA,,524,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,496,524,"0,06480","0,04470","0,00550","7942,00000"
731,EA,Instalado,Anual,AVENIDA DE LA ILUSTRACION,,CALLE TOMAS DE LEZAUN,,CALLE TOMAS ANZANO,,517,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,489,517,"0,06400","0,04770","0,00520","3715,00000"
732,EA,Instalado,Anual,AVENIDA DE LA ILUSTRACION,,CALLE TOMAS ANZANO,,CALLE TOMAS DE LEZAUN,,516,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,488,516,"0,05860","0,06260","0,00580","2749,00000"
733,EA,Instalado,Anual,CALLE TOMAS DE LEZAUN,,CALLE SAN JUAN BAUTISTA DE LA SALLE,,AVENIDA DE LA ILUSTRACION,,546,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,517,546,"0,05430","0,07410","0,00660","4882,00000"
734,EA,Instalado,Anual,CALLE TOMAS ANZANO,,AVENIDA DE LA ILUSTRACION,,CALLE SAN JUAN BAUTISTA DE LA SALLE,,545,0,0,26/10/2015,,,0,0,0,0,0,0,0,,,0,516,545,"0,06730","0,03460","0,00680","4592,00000"
735,EA,Instalado,Anual,CALLE ALCALDE GOMEZ LAGUNA,,VIA HISPANIDAD,,"ALBAR, MANUEL GL.",,409,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,395,409,"0,05720","0,05950","0,00950","21894,00000"
736,EA,Instalado,Anual,CALLE ALCALDE GOMEZ LAGUNA,,"ALBAR, MANUEL GL.",,VIA HISPANIDAD,,410,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,396,410,"0,06240","0,04970","0,00660","20534,00000"
737,EA,Instalado,Anual,VIA HISPANIDAD,,CALLE ALCALDE GOMEZ LAGUNA,,AVENIDA RAMON SAINZ DE VARANDA,,408,0,0,,,,0,0,0,0,0,0,0,,,0,394,408,"0,06270","0,04880","0,00650","13134,00000"
738,EA,Instalado,Anual,VIA HISPANIDAD,,AVENIDA RAMON SAINZ DE VARANDA,,CALLE ALCALDE GOMEZ LAGUNA,,407,0,0,,,,0,0,0,0,0,0,0,,,0,393,407,"0,06060","0,05610","0,00610","19268,00000"
739,EA,Instalado,Anual,AVENIDA JUAN PABLO II,,CALLE ANDRES GAY SANGROS,,CALLE ALCALDE GOMEZ LAGUNA,,414,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,400,414,"0,06400","0,04650","0,00570","5577,00000"
740,EA,Instalado,Anual,AVENIDA JUAN CARLOS I,,CALLE MARIA GUERRERO,,CALLE DUQUESA VILLAHERMOSA,,300,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,289,300,"0,06160","0,05130","0,00690","4686,00000"
741,EA,Instalado,Anual,AVENIDA JUAN PABLO II,,AVENIDA RAMON SAINZ DE VARANDA,,CALLE CONDES DE ARAGON,,134,0,0,,,,0,0,0,0,0,0,0,,,0,125,134,"0,06600","0,04420","0,00390","8455,00000"
742,EA,Instalado,Anual,AVENIDA JUAN CARLOS I,,CALLE CONDES DE ARAGON,,AVENIDA RAMON SAINZ DE VARANDA,,135,0,0,15/10/2015,,,0,0,0,0,0,0,0,,,0,126,135,"0,06350","0,05030","0,00460","6469,00000"
743,EA,Instalado,Anual,CALLE CONDES DE ARAGON,,CALLE VIOLANTE DE HUNGRIA,,CALLE LUIS BERMEJO,,418,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,404,418,"0,06240","0,04870","0,00700","8545,00000"
744,EA,Instalado,Anual,CALLE VIOLANTE DE HUNGRIA,,CALLE ALCALDE GOMEZ LAGUNA,,CALLE CONDES DE ARAGON,,406,0,0,,,,0,0,0,0,0,0,0,,,0,392,406,"0,06410","0,04610","0,00570","12809,00000"
745,EA,Instalado,Anual,CALLE VIOLANTE DE HUNGRIA,,CALLE CONDES DE ARAGON,,CALLE ALCALDE GOMEZ LAGUNA,,405,0,0,,,,0,0,0,0,0,0,0,,,0,391,405,"0,06190","0,05210","0,00620","10145,00000"
