gid,tipo_insta,estado,tipo_estac,calle_1,num_calle1,calle_2,num_calle2,calle_3,num_calle3,num_instal,num_zona,num_centra,fecha,orden_trab,observacio,armario_es,armario_de,columna800,detector,central_de,proteccion,arrancador,icp_amperi,dif_amperi,rotacion,OID_,N?®MERO,D?ûA,TARDE,NOCHE,IMD
523,EA,Instalado,Anual,AVENIDA VALENCIA,,AVENIDA PINTOR FRANCISCO GOYA,,CALLE LERIDA,,402,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,388,402,"0,06020","0,05300","0,00810","14628,00000"
524,EA,Instalado,Anual,AVENIDA PINTOR FRANCISCO GOYA,,CALLE ANTONIO CANOVAS,,CALLE CARMEN,,401,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,387,401,"0,06190","0,05110","0,00660","12790,00000"
525,EA,Instalado,Anual,AVENIDA PINTOR FRANCISCO GOYA,,CALLE CARMEN,,CALLE ANTONIO CANOVAS,,400,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,386,400,"0,06280","0,04890","0,00640","13382,00000"
526,EA,Instalado,Anual,PASEO TERUEL,,CALLE PRINCESA,,AVENIDA PINTOR FRANCISCO GOYA,,18,0,0,,,,0,0,0,0,0,0,0,,,0,17,18,"0,06150","0,05160","0,00700","11638,00000"
527,EA,Instalado,Anual,CALLE PRINCESA,,CALLE ANTONIO CANOVAS,,PASEO TERUEL,,277,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,267,277,"0,05910","0,05850","0,00710","2670,00000"
528,EA,Instalado,Anual,CALLE CARMEN,,CALLE PRINCESA,,CALLE HERNAN CORTES,,46,0,0,13/10/2015,,,0,0,0,0,0,0,0,,,0,44,46,"0,06560","0,04290","0,00510","2820,00000"
529,EA,Instalado,Anual,PASEO MARIA AGUSTIN,,AVENIDA CESAR AUGUSTO,,CALLE ELVIRA DE HIDALGO,,14,0,0,09/10/2015,,,0,0,0,0,0,0,0,,,0,13,14,"0,06010","0,04900","0,01030","15763,00000"
530,EA,Instalado,Anual,PASEO MARIA AGUSTIN,,CALLE ELVIRA DE HIDALGO,,AVENIDA CESAR AUGUSTO,,15,0,0,09/10/2015,,,0,0,0,0,0,0,0,,,0,14,15,"0,06150","0,04840","0,00850","15828,00000"
531,EA,Instalado,Anual,CALLE HERNAN CORTES,,PASEO PAMPLONA,,CALLE FRANCISCO PIZARRO,,17,0,0,,,,0,0,0,0,0,0,0,,,0,16,17,"0,06050","0,04960","0,00940","9705,00000"
532,EA,Instalado,Anual,CALLE HERNAN CORTES,,CALLE FRANCISCO PIZARRO,,PASEO PAMPLONA,,16,0,0,,,,0,0,0,0,0,0,0,,,0,15,16,"0,06210","0,04460","0,00960","9210,00000"
533,EA,Instalado,Anual,PASEO PAMPLONA,,CALLE HERNAN CORTES,,CALLE ALMAGRO,,10,0,0,,,,0,0,0,0,0,0,0,,,0,9,10,"0,06030","0,04810","0,01060","17900,00000"
534,EA,Instalado,Anual,PASEO PAMPLONA,,CALLE ALMAGRO,,CALLE HERNAN CORTES,,11,0,0,,,,0,0,0,0,0,0,0,,,0,10,11,"0,06350","0,03850","0,01060","19410,00000"
535,EA,Instalado,Anual,CALLE CANFRANC,,AVENIDA CESAR AUGUSTO,,CALLE BILBAO,,19,0,0,,,,0,0,0,0,0,0,0,,,0,18,19,"0,06810","0,03920","0,00330","1416,00000"
536,EA,Instalado,Anual,AVENIDA CESAR AUGUSTO,,CALLE JOSE LUIS ALBAREDA,,CALLE CANFRANC,,13,0,0,,,,0,0,0,0,0,0,0,,,0,12,13,"0,06030","0,04710","0,01100","9218,00000"
537,EA,Instalado,Anual,AVENIDA CESAR AUGUSTO,,CALLE CANFRANC,,CALLE JOSE LUIS ALBAREDA,,12,0,0,,,,0,0,0,0,0,0,0,,,0,11,12,"0,05940","0,04600","0,01300","8934,00000"
538,EA,Instalado,Anual,CALLE JOSE LUIS ALBAREDA,,CALLE BILBAO,,AVENIDA CESAR AUGUSTO,,194,0,0,,,,0,0,0,0,0,0,0,,,0,184,194,"0,06190","0,05030","0,00690","3971,00000"
539,EA,Instalado,Anual,CALLE CAPITAN PORTOLES,,AVENIDA CESAR AUGUSTO,,CALLE AZOQUE,,20,0,0,09/10/2015,,,0,0,0,0,0,0,0,,,0,19,20,"0,06500","0,04370","0,00570","5106,00000"
540,EA,Instalado,Anual,CALLE BILBAO,,CALLE CANFRANC,,PASEO PAMPLONA,,195,0,0,,,,0,0,0,0,0,0,0,,,0,185,195,"0,06210","0,05110","0,00630","3634,00000"
541,EA,Instalado,Anual,CALLE DOCTOR CERRADA,,CALLE AMADO LAGUNA DE RINS,,PASEO PAMPLONA,,9,0,0,,,,0,0,0,0,0,0,0,,,0,8,9,"0,06450","0,04310","0,00680","3159,00000"
542,EA,Instalado,Anual,PASEO PAMPLONA,,CALLE DOCTOR CERRADA,,PLAZA BASILIO PARAISO,,1,0,0,,,,0,0,0,0,0,0,0,,,0,0,1,"0,06180","0,04950","0,00750","24023,00000"
543,EA,Instalado,Anual,PASEO PAMPLONA,,PLAZA BASILIO PARAISO,,CALLE DOCTOR CERRADA,,2,0,0,,,,0,0,0,0,0,0,0,,,0,1,2,"0,06030","0,04990","0,00960","19250,00000"
544,EA,Instalado,Anual,PLAZA DE ARAGON,,PASEO INDEPENDENCIA,,PLAZA BASILIO PARAISO,,95,0,0,,,,0,0,0,0,0,0,0,,,0,90,95,"0,06160","0,04650","0,00940","4579,00000"
545,EA,Instalado,Anual,PLAZA DE ARAGON,,PLAZA BASILIO PARAISO,,PASEO INDEPENDENCIA,,94,0,0,,,,0,0,0,0,0,0,0,,,0,89,94,"0,06100","0,04730","0,00980","6804,00000"
546,EA,Instalado,Anual,PASEO CONSTITUCION,,CALLE ARQUITECTO YARZA,,PLAZA BASILIO PARAISO,,3,0,0,,,,0,0,0,0,0,0,0,,,0,2,3,"0,06130","0,04770","0,00920","13306,00000"
547,EA,Instalado,Anual,PASEO CONSTITUCION,,PLAZA BASILIO PARAISO,,CALLE ARQUITECTO YARZA,,4,0,0,,,,0,0,0,0,0,0,0,,,0,3,4,"0,06100","0,04950","0,00870","12592,00000"
548,EA,Instalado,Anual,PASEO SAGASTA,,PLAZA BASILIO PARAISO,,CALLE LEON XIII,,6,0,0,,,,0,0,0,0,0,0,0,,,0,5,6,"0,06160","0,05220","0,00660","12708,00000"
549,EA,Instalado,Anual,PASEO SAGASTA,,CALLE LEON XIII,,PLAZA BASILIO PARAISO,,5,0,0,,,,0,0,0,0,0,0,0,,,0,4,5,"0,06020","0,05010","0,00960","6925,00000"
550,EA,Instalado,Anual,PASEO GRAN VIA,,CALLE ARZOBISPO DOMENECH,,CALLE MARIANO ROYO URIETA,,7,0,0,,,,0,0,0,0,0,0,0,,,0,6,7,"0,05710","0,05910","0,00980","4426,00000"
551,EA,Instalado,Anual,PASEO GRAN VIA,,CALLE MARIANO ROYO URIETA,,CALLE ARZOBISPO DOMENECH,,8,0,0,,,,0,0,0,0,0,0,0,,,0,7,8,"0,06030","0,05280","0,00810","6491,00000"
552,EA,Instalado,Anual,PASEO DE LAS DAMAS,,CALLE SAN IGNACIO DE LOYOLA,,PASEO SAGASTA,,36,0,0,,,,0,0,0,0,0,0,0,,,0,34,36,"0,06450","0,04720","0,00470","7984,00000"
553,EA,Instalado,Anual,CALLE LEON XIII,,PASEO SAGASTA,,PASEO DE LAS DAMAS,,37,0,0,,,,0,0,0,0,0,0,0,,,0,35,37,"0,06240","0,05280","0,00500","5094,00000"
554,EA,Instalado,Anual,CALLE PEDRO MARIA RIC,,CALLE LEON XIII,,CALLE SAN IGNACIO DE LOYOLA,,196,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,186,196,"0,06260","0,05190","0,00510","3310,00000"
555,EA,Instalado,Anual,CALLE LEON XIII,,CALLE PEDRO MARIA RIC,,CALLE JOSE MARIA LACARRA DE MIGUEL,,197,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,187,197,"0,06190","0,05410","0,00500","4513,00000"
556,EA,Instalado,Anual,CALLE SANTA JOAQUINA DE VEDRUNA,,CALLE SAN VICENTE MARTIR,,CALLE LEON XIII,,198,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,188,198,"0,06320","0,04790","0,00630","3108,00000"
557,EA,Instalado,Anual,CALLE SAN VICENTE MARTIR,,CALLE MARIA LOSTAL,,CALLE SANTA JOAQUINA DE VEDRUNA,,35,0,0,13/10/2015,,,0,0,0,0,0,0,0,,,0,33,35,"0,06290","0,04490","0,00820","2624,00000"
558,EA,Instalado,Anual,AVENIDA CESAREO ALIERTA,,PASEO CONSTITUCION,,CALLE SAN VICENTE MARTIR,,93,0,0,,,,0,0,0,0,0,0,0,,,0,88,93,"0,05980","0,05140","0,00970","13081,00000"
559,EA,Instalado,Anual,PASEO DE LA MINA,,CALLE JOSE CANALEJAS,,PASEO CONSTITUCION,,188,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,179,188,"0,06440","0,04310","0,00690","5317,00000"
560,EA,Instalado,Anual,PASEO DE LA MINA,,PASEO CONSTITUCION,,CALLE JOSE CANALEJAS,,189,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,180,189,"0,06230","0,05130","0,00590","6921,00000"
561,EA,Instalado,Anual,CALLE MEFISTO,,PASEO CONSTITUCION,,CALLE JOSE CANALEJAS,,25,0,0,13/10/2015,,,0,0,0,0,0,0,0,,,0,23,25,"0,06900","0,03700","0,00300","2016,00000"
562,EA,Instalado,Anual,CALLE LEON XIII,,CALLE FRANCISCO DE VITORIA,,PASEO CONSTITUCION,,34,0,0,,,,0,0,0,0,0,0,0,,,0,32,34,"0,06090","0,05110","0,00820","4971,00000"
563,EA,Instalado,Anual,PASEO CONSTITUCION,,CALLE SAN IGNACIO DE LOYOLA,,CALLE LEON XIII,,32,0,0,,,,0,0,0,0,0,0,0,,,0,30,32,"0,05950","0,05160","0,01000","10478,00000"
564,EA,Instalado,Anual,PASEO CONSTITUCION,,CALLE LEON XIII,,CALLE SAN IGNACIO DE LOYOLA,,31,0,0,,,,0,0,0,0,0,0,0,,,0,29,31,"0,06260","0,04590","0,00820","13476,00000"
565,EA,Instalado,Anual,CALLE ISAAC PERAL,,CALLE JOAQUIN COSTA,,PASEO CONSTITUCION,,30,0,0,,,,0,0,0,0,0,0,0,,,0,28,30,"0,06180","0,05240","0,00610","3883,00000"
566,EA,Instalado,Anual,CALLE JOAQUIN COSTA,,PLAZA SANTA ENGRACIA,,CALLE ISAAC PERAL,,278,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,268,278,"0,06700","0,04070","0,00420","2910,00000"
567,EA,Instalado,Anual,CALLE SAN IGNACIO DE LOYOLA,,PASEO CONSTITUCION,,CALLE ARQUITECTO YARZA,,33,0,0,,,,0,0,0,0,0,0,0,,,0,31,33,"0,06560","0,04590","0,00370","6325,00000"
568,EA,Instalado,Anual,CALLE MARIANO DE LAGASCA,,CALLE ARZOBISPO DOMENECH,,PASEO GRAN VIA,,200,0,0,,,,0,0,0,0,0,0,0,,,0,190,200,"0,06370","0,04890","0,00500","1728,00000"
569,EA,Instalado,Anual,PASEO DE LAS DAMAS,,CALLE SAN VICENTE MARTIR,,CALLE ALBERT SCHWEITZER,,199,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,189,199,"0,05930","0,06380","0,00410","4769,00000"
570,EA,Instalado,Anual,CALLE MARIA DE ARAGON,,CALLE COLEGIATA DE BOLEA,,CALLE BELCHITE,,435,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,421,435,"0,06080","0,05220","0,00760","2771,00000"
571,EA,Instalado,Anual,CALLE FRAY LUIS URBANO,,CALLE TOMAS HIGUERA,,CALLE PETUNIA,,436,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,422,436,"0,06030","0,05120","0,00890","3656,00000"
572,EA,Instalado,Anual,CALLE PADRE GUILLERMO JOSE CHAMINADE,,CALLE SAN JOAQUIN,,CALLE MIGUEL SERVET,,247,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,237,247,"0,06150","0,04570","0,00990","840,00000"
573,EA,Instalado,Anual,CALLE FRANCISCO DE QUEVEDO,,CALLE SAN JOAQUIN,,CALLE MIGUEL SERVET,,432,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,418,432,"0,06250","0,04470","0,00880","6200,00000"
574,EA,Instalado,Anual,CALLE HERMANO ADOLFO,,CAMINO DE CABALDOS,,CALLE MIGUEL SERVET,,252,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,242,252,"0,06070","0,05060","0,00870","1990,00000"
575,EA,Instalado,Anual,CALLE PRIVILEGIO DE LA UNION,,CALLE MONASTERIO DE SAMOS,,CALLE SANTA ROSA,,480,0,0,23/10/2015,,,0,0,0,0,0,0,0,,,0,464,480,"0,05930","0,05320","0,00950","2526,00000"
576,EA,Instalado,Anual,AVENIDA CESAREO ALIERTA,,CALLE UNCASTILLO,,AVENIDA SAN JOSE,,650,0,0,,,,0,0,0,0,0,0,0,,,0,584,650,"0,06110","0,05100","0,00790","4661,00000"
577,EA,Instalado,Anual,AVENIDA CESAREO ALIERTA,,CALLE UNCASTILLO,,AVENIDA SAN JOSE,,250,0,0,,,,0,0,0,0,0,0,0,,,0,240,250,"0,05940","0,04980","0,01110","7287,00000"
578,EA,Instalado,Anual,AVENIDA CESAREO ALIERTA,,AVENIDA SAN JOSE,,CALLE UNCASTILLO,,251,0,0,,,,0,0,0,0,0,0,0,,,0,241,251,"0,06320","0,04580","0,00730","7736,00000"
579,EA,Instalado,Anual,AVENIDA CESAREO ALIERTA,,AVENIDA SAN JOSE,,CALLE UNCASTILLO,,651,0,0,,,,0,0,0,0,0,0,0,,,0,585,651,"0,06330","0,04360","0,00820","3166,00000"
580,EA,Instalado,Anual,AVENIDA SAN JOSE,,CALLE EMILIO CASTELAR,,AVENIDA CESAREO ALIERTA,,423,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,409,423,"0,06090","0,05440","0,00640","10982,00000"
581,EA,Instalado,Anual,AVENIDA SAN JOSE,,AVENIDA CESAREO ALIERTA,,CALLE EMILIO CASTELAR,,422,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,408,422,"0,06040","0,04990","0,00950","8818,00000"
582,EA,Instalado,Anual,CALLE EMILIO CASTELAR,,CALLE MOR DE FUENTES,,CALLE CONDE DE SASTAGO,,479,0,0,23/10/2015,,,0,0,0,0,0,0,0,,,0,463,479,"0,05700","0,06180","0,00860","916,00000"
583,EA,Instalado,Anual,AVENIDA CESAREO ALIERTA,,CALLE MOR DE FUENTES,,AVENIDA SAN JOSE,,275,0,0,,,,0,0,0,0,0,0,0,,,0,265,275,"0,06200","0,03830","0,01290","13834,00000"
584,EA,Instalado,Anual,AVENIDA CESAREO ALIERTA,,AVENIDA SAN JOSE,,CALLE MOR DE FUENTES,,276,0,0,,,,0,0,0,0,0,0,0,,,0,266,276,"0,05910","0,02900","0,02180","14850,00000"
585,EA,Instalado,Anual,PASEO DE LOS ROSALES,,AVENIDA CAMINO DE LAS TORRES,,CALLE UNCASTILLO,,427,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,413,427,"0,06130","0,05370","0,00620","5177,00000"
586,EA,Instalado,Anual,PASEO DE LOS ROSALES,,CALLE UNCASTILLO,,AVENIDA CAMINO DE LAS TORRES,,428,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,414,428,"0,06550","0,04260","0,00550","4691,00000"
587,EA,Instalado,Anual,CALLE UNCASTILLO,,PASEO DE LOS ROSALES,,AVENIDA TENOR FLETA,,431,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,417,431,"0,06490","0,04480","0,00520","1640,00000"
588,EA,Instalado,Anual,CALLE UNCASTILLO,,AVENIDA TENOR FLETA,,PASEO DE LOS ROSALES,,430,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,416,430,"0,06310","0,04780","0,00650","4295,00000"
589,EA,Instalado,Anual,AVENIDA CAMINO DE LAS TORRES,,CALLE ANA ISABEL HERRERO,,AVENIDA TENOR FLETA,,208,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,198,208,"0,06210","0,05060","0,00660","16701,00000"
590,EA,Instalado,Anual,AVENIDA CAMINO DE LAS TORRES,,AVENIDA TENOR FLETA,,CALLE ANA ISABEL HERRERO,,209,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,199,209,"0,06010","0,05050","0,00960","20167,00000"
591,EA,Instalado,Anual,CALLE CRISTOBAL COLON,,AVENIDA TENOR FLETA,,AVENIDA CAMINO DE LAS TORRES,,205,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,195,205,"0,06350","0,04900","0,00520","2872,00000"
592,EA,Instalado,Anual,AVENIDA CAMINO DE LAS TORRES,,CALLE CRISTOBAL COLON,,PASEO SAGASTA,,206,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,196,206,"0,06070","0,05180","0,00800","16481,00000"
593,EA,Instalado,Anual,AVENIDA CAMINO DE LAS TORRES,,PASEO SAGASTA,,CALLE CRISTOBAL COLON,,207,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,197,207,"0,05830","0,05260","0,01120","18221,00000"
594,EA,Instalado,Anual,CALLE MAESTRO MARQUINA,,CALLE JUAN PABLO BONET,,CALLE VASCONIA,,214,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,204,214,"0,06230","0,05260","0,00530","3304,00000"
595,EA,Instalado,Anual,CALLE JUAN PABLO BONET,,CALLE ANSELMO GASCON DE GOTOR,,CALLE VASCONIA,,216,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,206,216,"0,05970","0,05300","0,00890","13717,00000"
596,EA,Instalado,Anual,CALLE JUAN PABLO BONET,,CALLE VASCONIA,,CALLE ANSELMO GASCON DE GOTOR,,215,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,205,215,"0,05780","0,05390","0,01130","17021,00000"
597,EA,Instalado,Anual,PASEO SAGASTA,,AVENIDA CAMINO DE LAS TORRES,,CALLE MARIA MOLINER,,212,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,202,212,"0,05930","0,05630","0,00790","8793,00000"
598,EA,Instalado,Anual,PASEO SAGASTA,,CALLE MARIA MOLINER,,AVENIDA CAMINO DE LAS TORRES,,211,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,201,211,"0,06210","0,04700","0,00830","13143,00000"
599,EA,Instalado,Anual,CALLE MARIA MOLINER,,PASEO SAGASTA,,CALLE MONASTERIO DE RUEDA,,210,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,200,210,"0,06240","0,05140","0,00580","4150,00000"
600,EA,Instalado,Anual,CALLE ANSELMO GASCON DE GOTOR,,CALLE JUAN PABLO BONET,,CALLE SEVILLA,,213,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,203,213,"0,06190","0,05060","0,00690","4810,00000"
601,EA,Instalado,Anual,AVENIDA TENOR FLETA,,CALLE DOMINGO LOBERA,,AVENIDA SAN JOSE,,420,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,406,420,"0,06020","0,05470","0,00740","8838,00000"
602,EA,Instalado,Anual,AVENIDA TENOR FLETA,,AVENIDA SAN JOSE,,CALLE DOMINGO LOBERA,,421,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,407,421,"0,06210","0,04720","0,00820","5633,00000"
603,EA,Instalado,Anual,AVENIDA SAN JOSE,,AVENIDA TENOR FLETA,,CALLE JOSE PELLICER,,240,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,230,240,"0,05910","0,05610","0,00830","15360,00000"
604,EA,Instalado,Anual,AVENIDA SAN JOSE,,CALLE JOSE PELLICER,,AVENIDA TENOR FLETA,,239,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,229,239,"0,05780","0,04820","0,01410","871,00000"
605,EA,Instalado,Anual,AVENIDA TENOR FLETA,,AVENIDA SAN JOSE,,CAMINO PUENTE VIRREY,,241,0,0,,,,0,0,0,0,0,0,0,,,0,231,241,"0,06090","0,05060","0,00830","4975,00000"
606,EA,Instalado,Anual,AVENIDA TENOR FLETA,,CAMINO PUENTE VIRREY,,AVENIDA SAN JOSE,,242,0,0,,,,0,0,0,0,0,0,0,,,0,232,242,"0,06400","0,04290","0,00760","2703,00000"
607,EA,Instalado,Anual,AVENIDA CESAREO ALIERTA,,RONDA HISPANIDAD,,CALLE LA PUEBLA DE HIJAR,,442,0,0,22/10/2015,,,0,0,0,0,0,0,0,,,0,428,442,"0,06100","0,05390","0,00660","20800,00000"
608,EA,Instalado,Anual,AVENIDA CESAREO ALIERTA,,CALLE LA PUEBLA DE HIJAR,,RONDA HISPANIDAD,,441,0,0,22/10/2015,,,0,0,0,0,0,0,0,,,0,427,441,"0,05850","0,04860","0,01300","13734,00000"
609,EA,Instalado,Anual,CALLE MIGUEL SERVET,,RONDA HISPANIDAD,,CARRETERA CASTELLON,,245,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,235,245,"0,05680","0,04230","0,01870","17778,00000"
610,EA,Instalado,Anual,CALLE MIGUEL SERVET,,CARRETERA CASTELLON,,RONDA HISPANIDAD,,246,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,236,246,"0,06230","0,04410","0,00950","18616,00000"
611,EA,Instalado,Anual,CALLE DOCE DE OCTUBRE,,AVENIDA SAN JOSE,,CALLE JOAQUIN SOROLLA,,238,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,228,238,"0,05690","0,05880","0,01020","3114,00000"
612,EA,Instalado,Anual,CALLE FEDERICO GARCIA LORCA,,CALLE JOAQUIN SOROLLA,,AVENIDA SAN JOSE,,461,0,0,23/10/2015,,,0,0,0,0,0,0,0,,,0,446,461,"0,06140","0,04790","0,00900","1757,00000"
613,EA,Instalado,Anual,CALLE LAPUYADE,,CALLE GENOVA,,PASEO DE CUELLAR,,229,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,219,229,"0,06250","0,04550","0,00850","4074,00000"
614,EA,Instalado,Anual,VIA SAN FERNANDO,,PASEO DE CUELLAR,,CALLE BARON DE LA LINDE,,230,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,220,230,"0,06090","0,04890","0,00920","2199,00000"
615,EA,Instalado,Anual,PASEO DE CUELLAR,,PASEO DEL CANAL,,VIA SAN FERNANDO,,227,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,217,227,"0,06070","0,05090","0,00850","11781,00000"
616,EA,Instalado,Anual,PASEO DE CUELLAR,,VIA SAN FERNANDO,,PASEO DEL CANAL,,228,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,218,228,"0,05950","0,05510","0,00820","8492,00000"
617,EA,Instalado,Anual,PASEO DE COLON,,PASEO DE CUELLAR,,CALLE FRAY JULIAN GARAS,,221,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,211,221,"0,06220","0,04860","0,00740","7937,00000"
618,EA,Instalado,Anual,VIA RAMON PIGNATELLI,,CALLE JUAN AGUAS,,AVENIDA AMERICA,,222,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,212,222,"0,05990","0,05640","0,00700","5797,00000"
619,EA,Instalado,Anual,AVENIDA SAN JOSE,,CALLE SANCHO LEZCANO,,PASEO DEL CANAL,,424,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,410,424,"0,06010","0,05260","0,00860","10592,00000"
620,EA,Instalado,Anual,AVENIDA SAN JOSE,,PASEO DEL CANAL,,CALLE SANCHO LEZCANO,,425,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,411,425,"0,06100","0,05140","0,00780","492,00000"
621,EA,Instalado,Anual,PASEO DEL CANAL,,AVENIDA SAN JOSE,,PASEO DE CUELLAR,,225,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,215,225,"0,06230","0,04710","0,00800","8261,00000"
622,EA,Instalado,Anual,PASEO DEL CANAL,,PASEO DE CUELLAR,,AVENIDA SAN JOSE,,226,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,216,226,"0,05960","0,05730","0,00690","4103,00000"
623,EA,Instalado,Anual,AVENIDA AMERICA,,VIA RAMON PIGNATELLI,,CALLE VENECIA,,223,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,213,223,"0,06100","0,05040","0,00830","7900,00000"
624,EA,Instalado,Anual,AVENIDA AMERICA,,CALLE VENECIA,,VIA RAMON PIGNATELLI,,224,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,214,224,"0,06050","0,05130","0,00870","11791,00000"
625,EA,Instalado,Anual,CALLE LASIERRA PURROY,,CALLE DR. PASCUAL OLIVER,,CALLE SANCHO RAMIREZ,,231,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,221,231,"0,06020","0,05280","0,00840","2551,00000"
626,EA,Instalado,Anual,CALLE HONORIO GARCIA CONDOY,,CALLE SANCHO RAMIREZ,,CALLE DR. PASCUAL OLIVER,,426,0,0,21/10/2015,,,0,0,0,0,0,0,0,,,0,412,426,"0,05770","0,05810","0,00930","3107,00000"
627,EA,Instalado,Anual,AVENIDA AMERICA,,CALLE J.F. ANDRES DE UZTARROZ,,"CANTERAS, PL. DE LAS",,232,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,222,232,"0,06130","0,04990","0,00810","11634,00000"
628,EA,Instalado,Anual,CALLE FRAY JULIAN GARCES,,CALLE ESPERANZA,,CALLE DOCTOR NICASIO MARISCAL,,233,0,0,16/10/2015,,,0,0,0,0,0,0,0,,,0,223,233,"0,06040","0,04770","0,01050","11500,00000"
629,EA,Instalado,Anual,"ANSO, VILLA DE",,CALLE FRAY JULIAN GARCES,,AVENIDA AMERICA,,234,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,224,234,"0,05900","0,05250","0,01030","4228,00000"
630,EA,Instalado,Anual,CALLE LA CORU?âÔÇÿA,,AVENIDA AMERICA,,CALLE LASIERRA PURROY,,235,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,225,235,"0,05760","0,05870","0,00930","3164,00000"
631,EA,Instalado,Anual,CALLE LASIERRA PURROY,,CALLE PONTEVEDRA,,CALLE HNOS. GIMENO VIZARRA,,452,0,0,22/10/2015,,,0,0,0,0,0,0,0,,,0,438,452,"0,05820","0,06200","0,00680","2810,00000"
632,EA,Instalado,Anual,CALLE GABRIEL GOMBAO,,CALLE LAS PALMAS,,CALLE GIL TARIN,,454,0,0,23/10/2015,,,0,0,0,0,0,0,0,,,0,439,454,"0,05780","0,05440","0,01110","5890,00000"
633,EA,Instalado,Anual,ROTONDA VILLA DE PAU,,PASEO DEL CANAL,,CALLE LUCAS MALLADA,,236,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,226,236,"0,05510","0,06340","0,01070","4752,00000"
634,EA,Instalado,Anual,ROTONDA VILLA DE PAU,,CALLE LUCAS MALLADA,,PASEO DEL CANAL,,237,0,0,19/10/2015,,,0,0,0,0,0,0,0,,,0,227,237,"0,06130","0,04970","0,00820","3482,00000"
635,EA,Instalado,Anual,RONDA HISPANIDAD,,A REVISAR,,RONDA HISPANIDAD,,591,0,0,04/11/2015,,"Ubicada en el enlace entre Z40 y Ronda Hispanidad
(en direcci?â??n a Ronda Hispanidad)",0,0,0,0,0,0,0,,,0,558,591,"0,06340","0,04740","0,00610","9386,00000"
636,EA,Instalado,Anual,RONDA HISPANIDAD,,RONDA HISPANIDAD,,A REVISAR,,592,0,0,04/11/2015,,"Ubicada en el enlace entre Ronda Hispanidad y Z40
(en direcci?â??n a Z40)",0,0,0,0,0,0,0,,,0,559,592,"0,06090","0,03890","0,01430","10319,00000"
