NMT,Fecha,tipo,LAEQ,LAS01,LAS10,LAS50,LAS90,LAS99
28,4-1-2021,D,068.4,075.5,072.2,066.0,058.7,053.2
29,4-1-2021,D,058.2,066.3,062.5,054.3,047.2,043.0
30,4-1-2021,D,059.1,065.8,062.0,057.8,053.3,050.6
31,4-1-2021,D,065.7,074.0,070.5,060.7,053.5,051.4
47,4-1-2021,D,053.7,065.5,055.0,049.3,046.3,044.6
48,4-1-2021,D,060.5,066.0,062.9,059.8,055.5,052.1
50,4-1-2021,D,066.9,075.2,067.7,064.8,061.5,058.9
54,4-1-2021,D,061.9,067.5,064.7,061.2,057.1,052.0
55,4-1-2021,D,054.6,063.4,057.5,051.5,047.4,045.3
86,4-1-2021,D,056.6,065.1,059.0,052.7,047.7,044.8
1,4-1-2021,E,065.5,071.8,068.6,063.9,056.9,051.8
2,4-1-2021,E,070.4,074.7,069.6,066.9,063.0,059.8
3,4-1-2021,E,059.7,069.8,062.0,054.9,049.2,045.1
5,4-1-2021,E,060.3,066.4,063.2,059.0,054.2,049.1
6,4-1-2021,E,068.8,077.0,071.3,066.3,061.7,056.0
8,4-1-2021,E,065.3,072.3,068.1,063.5,059.2,051.9
10,4-1-2021,E,063.8,072.5,067.6,060.3,054.2,050.3
11,4-1-2021,E,067.7,073.2,070.1,066.3,059.0,052.4
12,4-1-2021,E,062.1,070.2,063.0,059.7,055.5,051.5
13,4-1-2021,E,057.8,064.6,059.3,054.4,049.1,044.5
14,4-1-2021,E,065.1,075.1,065.6,062.6,059.3,056.0
16,4-1-2021,E,062.1,067.8,065.0,060.1,051.4,045.3
17,4-1-2021,E,059.4,069.5,062.7,055.0,049.3,046.4
18,4-1-2021,E,053.2,062.2,056.3,049.2,043.8,042.2
19,4-1-2021,E,059.9,067.5,062.1,056.0,050.0,047.1
20,4-1-2021,E,059.9,067.6,062.5,056.1,049.9,045.6
24,4-1-2021,E,044.9,054.2,047.9,042.2,040.0,039.1
25,4-1-2021,E,066.7,069.6,068.1,066.6,064.6,061.9
26,4-1-2021,E,059.0,067.6,063.2,055.2,052.1,049.6
27,4-1-2021,E,055.1,064.7,059.1,050.6,046.5,044.3
28,4-1-2021,E,066.5,074.5,070.6,063.4,054.7,047.8
29,4-1-2021,E,056.5,066.2,061.3,049.9,041.6,036.5
30,4-1-2021,E,056.9,064.6,059.8,053.5,048.2,046.1
31,4-1-2021,E,065.6,073.8,070.2,061.0,052.2,048.2
47,4-1-2021,E,055.7,067.6,056.9,046.9,043.1,041.3
48,4-1-2021,E,059.4,065.8,062.1,058.3,053.6,050.4
50,4-1-2021,E,065.1,069.9,067.2,064.0,059.7,055.8
54,4-1-2021,E,061.5,067.6,064.1,060.3,054.7,047.3
55,4-1-2021,E,053.1,063.0,055.6,049.3,044.4,042.8
86,4-1-2021,E,054.2,062.3,057.5,050.4,045.5,042.7
1,4-1-2021,N,059.8,069.7,064.4,053.0,041.0,038.0
2,4-1-2021,N,063.9,071.0,067.5,060.4,052.3,047.3
3,4-1-2021,N,055.4,065.6,052.9,043.4,039.3,038.1
5,4-1-2021,N,051.4,061.7,055.7,044.9,037.6,037.1
6,4-1-2021,N,061.5,070.9,065.0,054.2,042.5,038.6
8,4-1-2021,N,059.4,069.6,063.5,054.0,042.2,039.6
10,4-1-2021,N,055.7,067.4,058.4,047.7,045.9,045.1
11,4-1-2021,N,058.7,069.4,063.6,048.4,037.7,037.0
12,4-1-2021,N,056.1,063.9,058.4,049.3,039.3,036.4
13,4-1-2021,N,049.5,060.5,051.6,042.0,037.9,036.6
14,4-1-2021,N,058.7,066.8,062.7,056.0,046.8,041.4
16,4-1-2021,N,055.7,066.6,060.5,041.9,037.3,036.1
17,4-1-2021,N,050.1,059.3,053.3,043.9,038.3,036.0
18,4-1-2021,N,047.2,058.3,049.3,041.7,040.5,040.0
19,4-1-2021,N,051.3,062.5,054.9,044.0,035.6,031.8
20,4-1-2021,N,050.3,061.9,053.3,043.5,038.8,038.1
24,4-1-2021,N,040.7,051.3,042.1,037.7,036.3,036.0
25,4-1-2021,N,061.4,068.0,065.5,059.2,047.6,039.9
26,4-1-2021,N,054.7,066.3,056.8,048.9,039.1,035.8
27,4-1-2021,N,049.8,062.5,049.3,040.7,033.8,031.6
28,4-1-2021,N,059.8,072.0,063.0,043.8,038.0,036.8
29,4-1-2021,N,048.6,062.0,049.9,034.6,032.3,031.7
30,4-1-2021,N,053.8,065.8,054.8,045.4,041.6,040.2
31,4-1-2021,N,051.5,063.9,051.3,044.3,040.6,039.2
47,4-1-2021,N,047.4,058.6,046.0,039.5,037.1,036.2
48,4-1-2021,N,053.0,061.1,057.0,048.5,041.1,038.7
54,4-1-2021,N,052.6,063.2,057.0,044.4,039.9,038.1
55,4-1-2021,N,046.5,057.0,048.6,042.0,038.0,036.8
86,4-1-2021,N,045.9,057.8,047.5,039.2,036.5,035.6
1,5-1-2021,T,065.4,071.3,068.7,063.0,048.8,040.6
2,5-1-2021,T,068.6,074.0,070.6,067.1,058.1,050.0
3,5-1-2021,T,060.5,069.6,063.4,056.1,040.2,038.3
5,5-1-2021,T,060.7,066.8,063.3,058.3,040.0,036.1
6,5-1-2021,T,068.1,075.0,071.5,065.1,049.9,041.0
8,5-1-2021,T,064.6,071.8,068.0,063.0,049.0,040.1
10,5-1-2021,T,063.7,072.9,068.0,059.4,047.0,045.3
11,5-1-2021,T,066.8,073.4,070.1,065.1,045.1,037.5
12,5-1-2021,T,061.5,069.1,063.5,059.2,047.8,044.6
13,5-1-2021,T,056.5,065.6,059.3,052.7,037.6,036.1
14,5-1-2021,T,064.0,070.1,066.2,062.7,051.8,042.4
16,5-1-2021,T,060.8,067.6,064.6,058.6,037.1,034.8
17,5-1-2021,T,054.8,064.1,057.8,051.3,041.6,038.8
18,5-1-2021,T,057.3,069.0,059.0,051.1,042.7,042.1
19,5-1-2021,T,058.8,066.8,061.8,054.8,039.1,032.3
20,5-1-2021,T,058.9,067.4,062.0,055.4,039.3,037.3
24,5-1-2021,T,049.2,057.8,052.6,046.5,037.8,037.1
25,5-1-2021,T,067.1,071.6,069.4,067.3,057.0,047.4
26,5-1-2021,T,059.8,068.6,064.2,056.0,047.5,042.1
27,5-1-2021,T,056.4,066.1,060.0,050.0,040.1,035.3
28,5-1-2021,T,067.0,075.2,071.4,062.8,038.3,036.0
29,5-1-2021,T,056.6,066.0,061.4,050.4,032.1,031.1
30,5-1-2021,T,057.3,065.4,060.9,054.6,042.5,040.0
31,5-1-2021,T,064.0,073.8,069.3,054.6,041.7,039.2
47,5-1-2021,T,054.5,065.5,054.4,046.9,037.0,035.7
48,5-1-2021,T,058.8,065.9,062.0,057.5,044.4,037.8
54,5-1-2021,T,060.6,067.4,064.3,059.5,042.1,038.4
55,5-1-2021,T,053.6,063.2,056.1,049.5,041.2,038.2
86,5-1-2021,T,056.0,066.2,058.7,050.1,039.9,036.9
1,5-1-2021,D,066.5,071.7,069.3,065.4,059.8,055.6
2,5-1-2021,D,069.7,074.6,071.1,068.5,064.8,061.7
3,5-1-2021,D,062.1,070.5,064.7,059.2,053.5,046.5
5,5-1-2021,D,062.5,067.8,064.0,060.3,056.3,052.8
6,5-1-2021,D,069.9,075.9,072.4,067.5,063.0,058.5
8,5-1-2021,D,065.9,072.3,068.6,064.4,061.0,055.5
10,5-1-2021,D,065.4,073.6,069.4,062.2,056.7,052.2
11,5-1-2021,D,068.5,074.3,070.8,067.5,061.8,055.6
12,5-1-2021,D,062.9,071.0,064.2,061.0,057.4,054.2
13,5-1-2021,D,058.2,067.3,060.3,055.3,049.3,044.7
14,5-1-2021,D,065.1,070.7,066.8,063.9,061.3,059.2
16,5-1-2021,D,062.3,067.8,065.1,061.2,053.3,045.3
17,5-1-2021,D,055.7,064.3,058.5,053.5,048.2,044.6
18,5-1-2021,D,057.8,067.7,060.0,053.7,048.5,045.2
19,5-1-2021,D,060.2,067.4,062.7,057.2,052.4,049.9
20,5-1-2021,D,060.4,068.0,062.9,057.4,053.0,048.8
24,5-1-2021,D,051.3,058.8,054.2,049.3,045.9,043.6
25,5-1-2021,D,068.5,072.3,069.8,068.2,066.6,065.2
26,5-1-2021,D,061.3,068.9,065.4,057.8,054.3,052.0
27,5-1-2021,D,057.7,066.9,061.4,052.7,045.8,042.7
28,5-1-2021,D,068.8,075.8,072.6,066.4,059.0,053.3
29,5-1-2021,D,058.5,066.7,062.6,055.1,048.2,044.1
30,5-1-2021,D,059.1,066.1,062.0,057.4,052.6,050.1
31,5-1-2021,D,065.6,074.3,070.5,059.4,050.9,048.4
47,5-1-2021,D,054.8,065.4,055.6,049.4,045.4,042.7
48,5-1-2021,D,060.5,066.9,062.9,059.4,054.9,051.2
54,5-1-2021,D,062.2,067.8,064.9,061.4,057.2,052.5
55,5-1-2021,D,055.1,063.9,057.6,051.4,047.1,044.2
86,5-1-2021,D,055.7,064.1,059.1,052.4,045.7,042.3
1,5-1-2021,E,067.2,077.5,068.8,065.0,059.2,056.1
2,5-1-2021,E,069.8,076.0,070.1,067.5,063.9,061.3
3,5-1-2021,E,061.2,068.1,062.3,056.6,052.9,051.0
5,5-1-2021,E,061.4,067.8,063.8,059.7,055.3,051.4
6,5-1-2021,E,068.1,074.8,071.1,066.0,061.3,056.8
8,5-1-2021,E,065.7,073.2,068.3,063.8,059.5,053.9
10,5-1-2021,E,064.0,072.8,068.1,060.2,054.2,050.3
11,5-1-2021,E,066.9,072.4,069.8,066.2,059.4,053.4
12,5-1-2021,E,062.8,069.3,063.5,060.2,056.5,053.5
13,5-1-2021,E,057.2,066.0,059.7,054.6,048.9,044.5
14,5-1-2021,E,065.7,072.9,066.4,063.7,060.2,057.0
16,5-1-2021,E,061.4,067.6,065.0,060.2,049.9,042.3
17,5-1-2021,E,057.6,067.9,059.5,053.7,047.5,044.6
18,5-1-2021,E,061.1,072.8,062.8,053.2,047.0,045.1
19,5-1-2021,E,060.3,067.5,062.3,056.5,051.4,048.1
20,5-1-2021,E,060.5,069.5,063.1,057.3,052.1,048.0
24,5-1-2021,E,047.9,057.7,050.6,044.8,042.5,041.1
25,5-1-2021,E,067.7,070.3,068.9,067.5,065.4,063.0
26,5-1-2021,E,059.9,068.0,063.9,056.6,053.6,051.2
27,5-1-2021,E,056.9,065.5,059.7,050.2,044.6,042.5
28,5-1-2021,E,066.8,074.5,070.9,063.6,055.4,049.5
29,5-1-2021,E,056.5,066.1,061.3,049.7,041.5,035.6
30,5-1-2021,E,056.9,064.6,060.1,055.1,048.3,045.3
31,5-1-2021,E,065.8,074.5,070.3,060.8,052.1,045.8
47,5-1-2021,E,058.2,071.2,055.1,047.3,043.8,042.1
48,5-1-2021,E,059.1,065.6,061.6,058.3,053.8,050.2
54,5-1-2021,E,062.0,067.9,064.8,061.2,056.5,051.3
55,5-1-2021,E,054.7,064.4,057.0,050.6,046.3,043.9
86,5-1-2021,E,057.1,064.6,058.8,051.2,043.7,040.5
1,5-1-2021,N,060.3,070.0,064.9,053.6,043.2,039.5
2,5-1-2021,N,064.5,072.0,067.7,061.9,053.2,047.5
3,5-1-2021,N,053.0,065.3,052.4,042.6,038.9,038.1
5,5-1-2021,N,051.6,061.4,056.0,045.4,036.9,035.4
6,5-1-2021,N,061.9,071.7,065.5,055.1,043.8,039.5
8,5-1-2021,N,059.5,069.6,063.6,053.8,042.7,039.3
10,5-1-2021,N,057.2,069.5,059.6,049.1,046.0,045.1
11,5-1-2021,N,060.7,070.5,064.7,051.8,038.9,037.1
12,5-1-2021,N,054.8,063.1,058.6,051.2,045.4,044.2
13,5-1-2021,N,048.7,059.5,051.9,039.8,036.4,035.5
14,5-1-2021,N,058.6,066.7,062.5,055.7,045.9,040.3
16,5-1-2021,N,054.8,065.8,059.8,041.5,035.4,034.3
17,5-1-2021,N,048.0,057.7,050.7,043.8,039.7,038.2
18,5-1-2021,N,048.0,058.7,049.6,043.3,042.2,041.4
19,5-1-2021,N,051.0,062.4,054.2,042.9,034.9,030.7
20,5-1-2021,N,050.4,062.4,053.3,041.9,038.0,037.1
24,5-1-2021,N,041.8,051.7,045.2,038.5,037.3,037.0
25,5-1-2021,N,062.3,068.8,066.3,060.4,051.0,045.1
26,5-1-2021,N,055.1,066.8,057.0,050.5,044.0,041.0
27,5-1-2021,N,052.1,063.8,054.5,044.3,036.5,034.5
28,5-1-2021,N,059.8,072.1,062.8,042.8,036.5,035.4
29,5-1-2021,N,048.7,062.3,049.5,033.1,031.3,031.0
30,5-1-2021,N,051.0,061.9,053.1,044.4,040.8,039.3
31,5-1-2021,N,051.3,063.4,050.7,043.7,040.1,038.8
47,5-1-2021,N,047.6,059.8,045.7,038.3,036.2,035.2
48,5-1-2021,N,053.0,061.1,057.3,048.7,039.7,037.1
54,5-1-2021,N,052.5,063.3,056.8,044.7,039.7,037.7
55,5-1-2021,N,047.4,057.5,049.8,043.2,039.1,037.8
86,5-1-2021,N,055.8,069.4,056.1,043.6,037.6,036.3
1,6-1-2021,T,063.1,070.0,067.4,059.0,047.5,039.9
2,6-1-2021,T,066.2,071.8,068.5,063.8,057.0,050.7
3,6-1-2021,T,056.0,065.7,057.6,048.7,039.6,038.1
5,6-1-2021,T,058.1,065.5,061.4,055.4,039.7,037.3
6,6-1-2021,T,065.2,072.9,068.7,061.9,048.6,040.1
8,6-1-2021,T,062.3,070.3,065.9,059.3,046.3,039.3
10,6-1-2021,T,061.9,071.4,065.5,055.7,045.8,045.1
11,6-1-2021,T,065.1,071.6,068.5,061.0,042.1,037.4
12,6-1-2021,T,059.2,066.0,061.8,056.7,046.7,044.3
13,6-1-2021,T,055.2,064.0,058.0,049.7,040.0,037.4
14,6-1-2021,T,062.4,069.1,064.6,060.5,049.6,039.6
16,6-1-2021,T,059.0,067.2,063.7,054.3,037.6,035.2
17,6-1-2021,T,053.2,061.7,055.9,048.8,039.1,037.2
18,6-1-2021,T,053.5,063.3,057.0,048.2,040.6,039.3
19,6-1-2021,T,057.4,066.6,060.2,052.1,039.3,032.2
20,6-1-2021,T,057.0,066.1,060.6,052.6,038.7,037.2
24,6-1-2021,T,046.7,055.1,049.3,043.9,038.9,037.6
25,6-1-2021,T,065.4,069.7,068.3,065.2,053.5,042.5
26,6-1-2021,T,058.0,067.8,062.1,053.4,044.4,038.6
27,6-1-2021,T,055.4,065.3,058.5,049.4,042.9,039.3
28,6-1-2021,T,065.1,074.4,069.4,057.8,037.0,036.0
29,6-1-2021,T,055.8,065.6,060.5,047.6,032.3,031.1
30,6-1-2021,T,054.1,063.7,058.3,048.7,040.1,038.4
31,6-1-2021,T,058.1,070.8,060.2,048.6,040.6,037.4
47,6-1-2021,T,052.0,065.0,052.5,044.1,036.9,036.0
48,6-1-2021,T,055.4,061.6,058.7,054.1,043.2,037.2
54,6-1-2021,T,057.6,065.7,061.7,055.0,043.4,041.5
55,6-1-2021,T,051.4,061.6,053.8,047.0,040.8,038.4
86,6-1-2021,T,051.2,061.5,055.5,044.8,037.6,036.3
1,6-1-2021,D,063.8,070.3,067.7,060.6,052.7,046.8
2,6-1-2021,D,066.6,071.8,068.8,064.8,059.1,054.0
3,6-1-2021,D,055.7,065.8,058.4,050.6,044.2,041.1
5,6-1-2021,D,059.7,066.1,062.1,057.6,050.4,043.3
6,6-1-2021,D,065.9,073.4,069.3,063.3,055.1,049.4
8,6-1-2021,D,063.3,070.6,066.4,060.7,052.1,044.2
10,6-1-2021,D,062.5,071.9,066.7,058.1,050.7,046.4
11,6-1-2021,D,066.3,071.9,069.0,063.4,053.6,044.2
12,6-1-2021,D,060.4,066.8,062.4,058.2,052.9,048.1
13,6-1-2021,D,056.8,064.9,058.9,052.4,044.0,040.8
14,6-1-2021,D,063.6,071.7,065.1,061.9,056.5,051.0
16,6-1-2021,D,060.2,067.6,064.4,057.5,043.5,039.9
17,6-1-2021,D,055.0,063.1,057.0,051.6,044.6,041.9
18,6-1-2021,D,055.3,065.1,058.2,051.3,044.2,041.8
19,6-1-2021,D,058.2,067.6,061.0,054.1,047.6,043.7
20,6-1-2021,D,058.0,066.8,061.5,055.0,047.0,041.6
24,6-1-2021,D,048.5,056.5,050.9,045.4,042.6,041.1
25,6-1-2021,D,066.4,069.8,068.6,066.5,061.0,055.5
26,6-1-2021,D,059.3,068.3,063.6,054.7,049.9,046.0
27,6-1-2021,D,055.8,065.6,059.3,049.8,044.0,041.6
28,6-1-2021,D,066.5,075.0,070.8,062.0,050.0,040.4
29,6-1-2021,D,057.7,066.4,061.8,052.4,043.1,038.0
30,6-1-2021,D,056.0,064.5,059.7,052.7,046.5,043.7
31,6-1-2021,D,059.7,071.7,063.4,049.5,044.9,042.5
47,6-1-2021,D,053.0,065.7,054.2,046.2,042.4,039.3
48,6-1-2021,D,056.4,062.1,059.0,055.3,049.3,043.9
54,6-1-2021,D,058.7,066.0,062.3,057.1,048.7,045.4
55,6-1-2021,D,052.4,062.6,054.5,048.0,043.7,041.1
86,6-1-2021,D,052.8,062.2,056.9,048.4,041.3,039.0
1,6-1-2021,E,064.9,070.2,068.1,063.4,056.1,053.1
2,6-1-2021,E,068.2,076.5,069.4,066.3,062.0,059.2
3,6-1-2021,E,055.3,065.4,058.5,050.6,046.1,043.2
5,6-1-2021,E,059.2,066.0,062.1,057.6,053.3,049.6
6,6-1-2021,E,067.2,072.9,069.9,064.8,060.0,056.1
8,6-1-2021,E,063.8,070.9,066.9,061.9,056.3,049.1
10,6-1-2021,E,062.6,071.6,066.6,059.1,052.9,049.0
11,6-1-2021,E,067.0,072.3,069.3,064.5,057.6,053.0
12,6-1-2021,E,060.7,069.0,062.3,058.6,055.0,051.5
13,6-1-2021,E,055.2,063.4,058.3,052.6,047.4,045.3
14,6-1-2021,E,063.8,068.9,064.7,061.9,058.5,055.0
16,6-1-2021,E,060.5,067.3,064.4,058.3,047.0,042.9
17,6-1-2021,E,053.7,061.7,056.4,051.0,045.8,044.1
18,6-1-2021,E,054.0,063.0,057.6,050.8,045.8,044.2
19,6-1-2021,E,060.3,066.5,061.4,054.8,049.8,047.3
20,6-1-2021,E,059.8,067.7,062.2,055.9,050.4,046.1
24,6-1-2021,E,045.3,052.0,046.8,044.3,042.6,042.0
25,6-1-2021,E,067.0,069.7,068.5,066.9,064.7,062.0
26,6-1-2021,E,058.9,067.9,063.1,055.2,051.8,049.3
27,6-1-2021,E,056.3,065.9,059.9,052.5,047.3,044.6
28,6-1-2021,E,066.1,074.1,069.6,061.0,052.4,045.0
29,6-1-2021,E,055.9,065.8,060.8,049.4,041.6,036.3
30,6-1-2021,E,054.1,063.4,057.5,050.0,045.4,043.2
31,6-1-2021,E,059.1,070.5,062.6,051.8,049.1,047.2
47,6-1-2021,E,054.4,067.5,052.5,044.9,041.9,040.2
48,6-1-2021,E,056.8,061.4,059.1,056.5,053.0,049.6
54,6-1-2021,E,059.7,066.4,062.9,058.4,053.4,049.6
55,6-1-2021,E,053.2,062.6,055.6,049.9,046.2,044.4
86,6-1-2021,E,052.2,061.6,056.4,047.5,043.1,041.5
1,6-1-2021,N,060.6,069.3,065.0,053.8,042.3,039.0
2,6-1-2021,N,063.6,070.8,067.1,061.7,053.3,048.7
3,6-1-2021,N,054.9,067.0,055.1,041.5,038.5,038.0
5,6-1-2021,N,051.6,061.7,056.0,042.9,037.9,037.1
6,6-1-2021,N,062.3,071.5,065.4,053.8,043.3,039.3
8,6-1-2021,N,059.3,069.7,063.7,052.9,040.9,038.8
10,6-1-2021,N,060.4,069.2,059.0,046.8,045.3,045.0
11,6-1-2021,N,059.7,070.2,064.5,048.6,038.3,037.1
12,6-1-2021,N,054.6,062.9,058.1,049.6,045.0,044.1
13,6-1-2021,N,050.4,061.9,052.6,042.8,038.3,036.9
14,6-1-2021,N,057.8,066.4,062.0,053.7,043.4,038.1
16,6-1-2021,N,055.1,066.2,060.0,040.3,036.0,035.0
17,6-1-2021,N,046.6,056.1,050.5,041.4,037.7,037.0
18,6-1-2021,N,047.2,057.8,050.0,041.5,040.0,039.1
19,6-1-2021,N,051.8,062.9,054.9,043.8,034.6,031.2
20,6-1-2021,N,050.4,062.5,053.4,040.8,037.6,037.0
24,6-1-2021,N,042.6,052.0,044.6,039.9,038.2,037.2
25,6-1-2021,N,060.9,067.7,065.2,058.4,046.0,040.5
26,6-1-2021,N,053.6,065.8,055.4,048.5,040.3,037.4
27,6-1-2021,N,054.2,064.1,054.8,046.2,040.9,038.2
28,6-1-2021,N,060.9,071.7,062.3,039.9,036.3,035.3
29,6-1-2021,N,047.7,061.4,047.5,033.6,031.4,031.0
30,6-1-2021,N,048.1,059.8,049.4,041.5,039.2,038.1
31,6-1-2021,N,053.9,068.0,052.4,042.9,038.5,036.8
47,6-1-2021,N,047.2,059.7,045.7,038.1,036.2,035.4
48,6-1-2021,N,052.6,061.0,057.2,047.4,039.3,036.4
54,6-1-2021,N,052.2,062.9,056.6,044.7,042.2,041.1
55,6-1-2021,N,047.9,058.3,050.3,043.0,039.2,038.1
86,6-1-2021,N,045.3,057.3,045.2,038.2,037.0,036.1
1,7-1-2021,T,066.3,073.6,070.8,062.1,047.3,040.0
2,7-1-2021,T,068.8,073.9,071.7,067.3,056.5,048.0
3,7-1-2021,T,060.4,073.2,062.5,054.7,040.8,039.0
5,7-1-2021,T,061.0,068.0,064.4,058.3,040.8,037.7
6,7-1-2021,T,069.2,076.8,073.3,066.0,050.0,041.6
8,7-1-2021,T,065.2,072.8,068.7,063.0,047.0,040.2
10,7-1-2021,T,065.2,073.6,068.3,059.1,046.0,045.1
11,7-1-2021,T,068.0,074.5,071.6,065.3,043.3,038.5
12,7-1-2021,T,061.1,067.8,063.8,059.1,046.5,041.2
13,7-1-2021,T,057.5,065.5,060.8,053.5,039.9,037.3
14,7-1-2021,T,064.4,072.0,066.9,062.8,050.7,040.9
16,7-1-2021,T,060.2,066.9,064.1,057.4,037.5,035.2
17,7-1-2021,T,055.6,064.1,058.5,051.6,039.2,037.2
18,7-1-2021,T,060.1,073.5,060.1,050.6,041.8,041.1
19,7-1-2021,T,059.0,067.4,062.7,055.2,036.7,031.2
20,7-1-2021,T,060.1,068.7,062.8,055.3,039.3,037.3
24,7-1-2021,T,045.7,054.7,048.3,043.8,038.1,037.1
25,7-1-2021,T,069.1,074.5,072.5,068.3,053.9,042.5
26,7-1-2021,T,060.8,070.4,065.2,056.3,044.9,037.7
27,7-1-2021,T,058.0,068.4,061.7,052.7,042.6,038.3
28,7-1-2021,T,067.2,075.9,071.4,061.0,037.2,036.1
29,7-1-2021,T,057.9,068.2,062.8,049.4,032.9,031.9
30,7-1-2021,T,057.8,066.9,062.0,053.7,040.0,038.3
31,7-1-2021,T,064.4,074.9,069.7,055.0,040.2,037.4
47,7-1-2021,T,053.1,065.2,055.1,047.6,038.4,036.3
48,7-1-2021,T,059.6,066.4,062.9,058.3,043.4,038.0
54,7-1-2021,T,061.6,068.8,065.5,059.8,041.4,038.5
55,7-1-2021,T,054.4,063.8,057.1,050.9,040.7,038.2
86,7-1-2021,T,054.2,063.7,057.8,048.7,037.2,036.1
1,7-1-2021,D,068.1,074.0,071.9,065.9,058.5,054.5
2,7-1-2021,D,070.5,074.7,072.5,069.5,065.0,061.4
3,7-1-2021,D,062.7,074.7,064.1,058.3,052.7,046.4
5,7-1-2021,D,063.0,068.7,065.5,060.9,056.4,052.1
6,7-1-2021,D,071.1,077.4,074.5,068.6,063.4,058.8
8,7-1-2021,D,066.6,073.4,069.8,065.1,061.1,055.5
10,7-1-2021,D,067.3,074.4,069.9,062.7,056.3,051.8
11,7-1-2021,D,069.7,074.9,072.6,068.7,062.3,056.0
12,7-1-2021,D,062.6,069.0,064.7,061.2,057.4,054.1
13,7-1-2021,D,059.2,066.2,062.0,056.0,050.0,046.8
14,7-1-2021,D,066.3,074.1,068.0,064.6,061.5,059.0
16,7-1-2021,D,061.8,067.3,064.8,060.7,052.3,045.4
17,7-1-2021,D,057.1,065.0,059.9,054.3,048.7,045.2
18,7-1-2021,D,062.7,075.2,064.3,054.8,048.0,044.0
19,7-1-2021,D,060.9,068.6,063.9,058.2,052.7,049.8
20,7-1-2021,D,062.4,070.5,064.4,058.4,053.4,049.3
24,7-1-2021,D,046.9,055.0,049.3,044.8,043.0,041.9
25,7-1-2021,D,070.8,074.8,073.3,070.2,067.1,065.2
26,7-1-2021,D,062.7,071.0,066.9,059.2,054.5,052.1
27,7-1-2021,D,059.7,069.5,063.6,054.5,049.6,045.6
28,7-1-2021,D,069.1,076.6,072.9,065.4,056.3,051.1
29,7-1-2021,D,060.3,069.1,064.9,055.0,046.7,041.5
30,7-1-2021,D,060.1,067.9,063.6,057.7,051.8,048.6
31,7-1-2021,D,066.4,075.6,071.5,059.2,052.3,050.0
47,7-1-2021,D,054.2,065.8,055.8,049.2,046.1,043.5
48,7-1-2021,D,061.4,066.9,064.0,060.3,055.9,051.9
54,7-1-2021,D,063.4,069.4,066.4,062.2,057.3,052.0
55,7-1-2021,D,056.0,065.0,058.8,052.8,048.6,046.1
86,7-1-2021,D,056.1,064.9,059.5,052.6,046.0,042.1
1,7-1-2021,E,066.5,072.7,070.6,063.3,056.9,052.9
2,7-1-2021,E,068.2,072.5,070.6,067.4,063.1,060.1
3,7-1-2021,E,057.8,067.4,061.2,054.0,049.8,046.4
5,7-1-2021,E,061.1,067.8,064.3,059.2,054.4,050.2
6,7-1-2021,E,069.3,075.8,073.2,066.9,062.1,057.3
8,7-1-2021,E,066.6,072.3,068.5,063.7,058.0,050.3
10,7-1-2021,E,064.6,073.2,067.8,059.9,053.0,048.5
11,7-1-2021,E,069.3,074.0,070.9,066.1,058.6,052.6
12,7-1-2021,E,062.1,068.4,063.6,059.9,055.8,052.2
13,7-1-2021,E,057.8,065.8,060.6,055.5,050.7,048.3
14,7-1-2021,E,063.7,068.6,065.8,062.8,059.1,055.3
16,7-1-2021,E,060.1,067.0,063.8,058.0,048.3,043.7
17,7-1-2021,E,055.7,062.1,057.2,052.5,049.1,047.2
18,7-1-2021,E,055.5,064.9,057.1,050.9,046.0,043.3
19,7-1-2021,E,058.8,066.4,062.2,056.0,050.8,047.2
20,7-1-2021,E,058.6,066.9,062.0,055.7,050.5,046.4
24,7-1-2021,E,047.2,056.0,049.8,044.7,042.4,041.1
25,7-1-2021,E,069.6,072.7,071.3,069.5,066.8,063.6
26,7-1-2021,E,060.2,069.3,064.3,056.4,053.2,051.0
27,7-1-2021,E,058.0,067.0,061.5,054.4,050.2,047.5
28,7-1-2021,E,067.2,075.1,070.7,062.9,053.4,044.3
29,7-1-2021,E,055.4,065.9,060.2,048.4,038.7,034.2
30,7-1-2021,E,056.0,064.7,059.8,052.5,046.6,044.7
31,7-1-2021,E,065.1,074.4,070.1,058.5,052.2,049.2
47,7-1-2021,E,055.0,066.5,057.7,050.1,044.9,042.2
48,7-1-2021,E,060.0,064.9,062.4,059.6,054.7,050.7
54,7-1-2021,E,062.2,068.0,065.4,061.3,056.0,051.4
55,7-1-2021,E,054.0,062.2,056.7,052.0,048.5,046.8
86,7-1-2021,E,054.3,063.0,056.8,049.1,044.3,041.4
1,7-1-2021,N,060.2,069.8,064.8,053.1,042.1,039.2
2,7-1-2021,N,064.0,071.2,067.1,060.4,051.3,045.8
3,7-1-2021,N,056.5,064.9,051.9,042.8,039.4,038.3
5,7-1-2021,N,051.8,062.0,055.8,045.6,038.7,037.2
6,7-1-2021,N,061.1,070.6,064.9,054.7,044.4,040.3
8,7-1-2021,N,058.7,069.0,063.1,052.4,041.4,039.7
10,7-1-2021,N,057.2,068.4,058.0,047.3,045.3,045.0
11,7-1-2021,N,058.7,069.5,063.5,049.3,039.5,038.1
12,7-1-2021,N,054.6,062.5,058.1,049.7,044.6,038.6
13,7-1-2021,N,050.5,062.3,053.3,042.3,038.3,037.0
