Id_Estacion,Nombre_Estación,URI_Estacion,Fecha,tipo,Hash_Observacion,URI_Observacion,LAEQ,LAS01,LAS10,LAS50,LAS90,LAS99
26,Embajada,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/embajada,3/1/2021,T,7b6000fea934f8b3e2cb375ab15112e9,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/7b6000fea934f8b3e2cb375ab15112e9,058.1,067.8,061.8,054.1,046.1,040.4
27,Barajas Pueblo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/barajas-pueblo,3/1/2021,T,84dd014092dfaad67f7f846d9a3dbfab,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/84dd014092dfaad67f7f846d9a3dbfab,053.9,064.8,057.3,047.9,037.8,033.1
28,Cuatro Vientos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/cuatro-vientos,3/1/2021,T,9362bb4f2962fdc93298bb2a434138b6,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/9362bb4f2962fdc93298bb2a434138b6,064.8,074.3,069.4,058.6,037.9,036.0
29,El Pardo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/el-pardo,3/1/2021,T,56d5016cfdd34a974bd10d18328ab573,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/56d5016cfdd34a974bd10d18328ab573,055.4,064.9,059.9,047.7,032.2,031.1
30,Campo de las Naciones,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/campo-de-las-naciones,3/1/2021,T,ddd6294a6809fafc03ddb7940ca38754,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/ddd6294a6809fafc03ddb7940ca38754,056.3,064.7,060.1,052.3,040.2,037.7
31,Sanchinarro,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/sanchinarro,3/1/2021,T,9694408b17f11049056e67f9ee28355e,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/9694408b17f11049056e67f9ee28355e,062.3,072.9,067.4,053.7,039.1,037.2
47,Mendez Álvaro,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/mendez-álvaro,3/1/2021,T,742b460cfca922a7d76b46baf33650be,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/742b460cfca922a7d76b46baf33650be,052.2,065.3,052.7,045.4,037.3,036.1
48,Castellana,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/castellana,3/1/2021,T,45b24d514be94bba568798edb3f19235,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/45b24d514be94bba568798edb3f19235,057.4,064.2,060.3,056.0,042.7,036.5
54,Ensanche de Vallecas,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/ensanche-de-vallecas,3/1/2021,T,6797e7933241c268be53b898c8202ecc,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/6797e7933241c268be53b898c8202ecc,058.1,065.9,062.1,055.8,037.8,033.7
55,Urb Embajada 2,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/urb-embajada-2,3/1/2021,T,245fdff8ff668be0fb517dbc80c5b15c,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/245fdff8ff668be0fb517dbc80c5b15c,051.6,061.0,053.5,046.9,039.5,036.7
86,Tres Olivos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/tres-olivos,3/1/2021,T,885775f0e74ec050062aa081da9c7684,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/885775f0e74ec050062aa081da9c7684,054.4,062.6,055.9,046.8,037.9,036.7
1,Paseo Recoletos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/paseo-recoletos,3/1/2021,D,3b3f2ce203197a8fa123585ab6f34fc2,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/3b3f2ce203197a8fa123585ab6f34fc2,063.8,070.9,068.1,060.4,052.7,045.3
2,Carlos V,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/carlos-v,3/1/2021,D,da30f03f6449201ddec199a8ddc12d9d,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/da30f03f6449201ddec199a8ddc12d9d,065.9,071.8,068.1,064.3,060.1,055.5
3,Plaza del Carmen,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/plaza-del-carmen,3/1/2021,D,70e2aa60d2940b23fb1fdf6a3c170140,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/70e2aa60d2940b23fb1fdf6a3c170140,059.1,067.0,061.6,054.8,046.0,042.8
5,Barrio del Pilar,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/barrio-del-pilar,3/1/2021,D,50b28b5d016c07f2f294e16ab622b0c8,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/50b28b5d016c07f2f294e16ab622b0c8,060.3,067.4,062.8,058.1,050.7,043.2
6,Gregorio Maranon,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/gregorio-maranon,3/1/2021,D,5381ab2bff0b0d5814fcb1ffe58963ac,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/5381ab2bff0b0d5814fcb1ffe58963ac,067.7,074.7,070.0,063.9,055.5,048.2
8,Escuelas Aguirre,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/escuelas-aguirre,3/1/2021,D,c5b3e966b1190f265fb8c89c2735ec4f,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/c5b3e966b1190f265fb8c89c2735ec4f,063.7,070.8,066.7,062.2,054.0,045.9
10,Cuatro Caminos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/cuatro-caminos,3/1/2021,D,7b8d6c5ea298c17a45f05df2d3afb6f7,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/7b8d6c5ea298c17a45f05df2d3afb6f7,063.8,071.8,066.5,058.4,051.9,047.3
11,Ramon y Cajal,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/ramon-y-cajal,3/1/2021,D,44819e61aab4e53ad08bdf171abfee9d,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/44819e61aab4e53ad08bdf171abfee9d,065.6,072.4,069.2,063.4,053.1,043.2
12,Manuel Becerra,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/manuel-becerra,3/1/2021,D,883119723dff684c9b540ce5a2fe86e8,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/883119723dff684c9b540ce5a2fe86e8,061.6,069.7,063.0,058.7,053.3,048.5
13,Vallecas,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/vallecas,3/1/2021,D,45cf1a83d08aecaed4036f081948b5b8,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/45cf1a83d08aecaed4036f081948b5b8,054.3,062.5,057.7,051.5,044.3,041.1
14,Fernandez Ladreda,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/fernandez-ladreda,3/1/2021,D,2c0fc859ccbc39b73e416479459f1165,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/2c0fc859ccbc39b73e416479459f1165,063.0,068.9,065.1,062.1,057.2,052.1
16,Arturo Soria,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/arturo-soria,3/1/2021,D,2eddda087acda57a41a42b5c562f22c9,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/2eddda087acda57a41a42b5c562f22c9,062.2,072.2,064.6,058.1,046.0,039.4
17,Villaverde,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/villaverde,3/1/2021,D,d0e4a73f5dae7d19d14aa02fd3e15e64,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/d0e4a73f5dae7d19d14aa02fd3e15e64,056.4,065.4,058.7,051.9,045.3,043.2
18,Farolillo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/farolillo,3/1/2021,D,4b1aa471fa6e12c1a308b5728b251d82,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/4b1aa471fa6e12c1a308b5728b251d82,058.9,067.9,059.6,051.6,043.0,039.0
19,Alto Extremadura,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/alto-extremadura,3/1/2021,D,c783125d8cc3c90e7f51326d148ed5fe,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/c783125d8cc3c90e7f51326d148ed5fe,057.6,066.0,060.7,054.3,048.6,045.3
20,Avda Moratalaz,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/avda-moratalaz,3/1/2021,D,073b76c3e1ebd0ae78b18e20c6a7395f,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/073b76c3e1ebd0ae78b18e20c6a7395f,059.3,066.9,061.6,056.7,048.7,043.0
24,Casa de Campo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/casa-de-campo,3/1/2021,D,8165fd0c78e3dca53636fd094af0792b,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/8165fd0c78e3dca53636fd094af0792b,050.6,058.4,053.8,048.7,041.3,039.4
25,Santa Eugenia,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/santa-eugenia,3/1/2021,D,ffb2549ed9c91ce5c81fef8061bf338f,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/ffb2549ed9c91ce5c81fef8061bf338f,065.8,069.3,067.7,065.7,062.1,057.1
26,Embajada,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/embajada,3/1/2021,D,046987cfbfb7862982cded19f514f204,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/046987cfbfb7862982cded19f514f204,059.5,068.3,063.4,055.4,051.9,049.0
27,Barajas Pueblo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/barajas-pueblo,3/1/2021,D,0cc8b9a44fe37539e027d5a600ef5b05,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/0cc8b9a44fe37539e027d5a600ef5b05,055.6,065.8,059.3,050.1,045.2,042.5
28,Cuatro Vientos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/cuatro-vientos,3/1/2021,D,2ad93db500e1edde8d09c9e5a81d269c,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/2ad93db500e1edde8d09c9e5a81d269c,066.6,074.9,070.9,062.9,051.6,041.6
29,El Pardo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/el-pardo,3/1/2021,D,9ceed12141a95e7bcff4c39d7ccff5ab,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/9ceed12141a95e7bcff4c39d7ccff5ab,056.8,065.5,061.1,052.5,043.2,035.9
30,Campo de las Naciones,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/campo-de-las-naciones,3/1/2021,D,761dc9d8c16e006c1dc190fe9cc13016,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/761dc9d8c16e006c1dc190fe9cc13016,057.8,065.2,061.1,056.0,047.2,044.2
31,Sanchinarro,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/sanchinarro,3/1/2021,D,1d250483a07c17bb03f064e8ba998150,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/1d250483a07c17bb03f064e8ba998150,063.8,073.4,069.0,056.6,048.7,046.0
47,Mendez Álvaro,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/mendez-álvaro,3/1/2021,D,3c933a0337a565fcfe475a6675fbbe40,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/3c933a0337a565fcfe475a6675fbbe40,053.4,066.4,054.1,047.2,042.5,040.1
48,Castellana,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/castellana,3/1/2021,D,24a8eb0a057b5fa578fc903340c2807c,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/24a8eb0a057b5fa578fc903340c2807c,058.4,065.3,060.6,057.4,051.2,043.3
54,Ensanche de Vallecas,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/ensanche-de-vallecas,3/1/2021,D,69088baa46e6b8dd33efbb47746cb2bd,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/69088baa46e6b8dd33efbb47746cb2bd,059.3,066.1,062.7,058.1,048.1,042.8
55,Urb Embajada 2,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/urb-embajada-2,3/1/2021,D,122be95456130ec64b3d01c7a705dabf,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/122be95456130ec64b3d01c7a705dabf,052.6,061.7,054.6,048.9,044.7,042.2
86,Tres Olivos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/tres-olivos,3/1/2021,D,2f41060a4bf601291870cc053c096fa0,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/2f41060a4bf601291870cc053c096fa0,056.6,064.2,057.6,049.8,043.4,040.4
1,Paseo Recoletos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/paseo-recoletos,3/1/2021,E,94377a0854bb17531d23e3e7de4d4e10,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/94377a0854bb17531d23e3e7de4d4e10,065.7,071.3,068.9,063.9,056.8,052.5
2,Carlos V,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/carlos-v,3/1/2021,E,41175ab8c6939375c7bdef62cd2b2885,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/41175ab8c6939375c7bdef62cd2b2885,067.2,072.4,069.1,066.3,062.5,059.5
3,Plaza del Carmen,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/plaza-del-carmen,3/1/2021,E,879fabe6ba77f3a35ea28882e3e26527,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/879fabe6ba77f3a35ea28882e3e26527,058.0,067.6,061.5,054.5,048.3,044.3
5,Barrio del Pilar,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/barrio-del-pilar,3/1/2021,E,1c28d6f89fa86a8ffb81e3d50f68c668,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/1c28d6f89fa86a8ffb81e3d50f68c668,059.3,065.6,062.5,058.0,053.4,049.3
6,Gregorio Maranon,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/gregorio-maranon,3/1/2021,E,990d1f2ac8a24ed59f8d59275c1cb3de,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/990d1f2ac8a24ed59f8d59275c1cb3de,067.9,073.2,070.2,065.3,060.6,056.7
8,Escuelas Aguirre,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/escuelas-aguirre,3/1/2021,E,1172af86b2bd79451b8589332b0f694d,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/1172af86b2bd79451b8589332b0f694d,065.2,070.8,067.6,063.3,058.6,052.7
10,Cuatro Caminos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/cuatro-caminos,3/1/2021,E,7a359b8cd80a831a1684039b362fcb2f,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/7a359b8cd80a831a1684039b362fcb2f,063.7,071.8,066.5,058.9,053.2,049.9
11,Ramon y Cajal,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/ramon-y-cajal,3/1/2021,E,9da93fce50c1301717faf81e238ee4b0,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/9da93fce50c1301717faf81e238ee4b0,066.2,072.2,069.4,064.7,057.4,051.7
12,Manuel Becerra,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/manuel-becerra,3/1/2021,E,e633c5ce84425eef6c861b3427e56a69,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/e633c5ce84425eef6c861b3427e56a69,062.2,071.4,063.1,059.3,055.5,052.2
13,Vallecas,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/vallecas,3/1/2021,E,d05827be2a3a7f8b2abedd5a45160445,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/d05827be2a3a7f8b2abedd5a45160445,055.2,062.7,057.9,052.4,047.7,044.8
14,Fernandez Ladreda,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/fernandez-ladreda,3/1/2021,E,c3ddee618148e57c7180eae68a341d5c,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/c3ddee618148e57c7180eae68a341d5c,062.9,069.4,064.8,061.9,058.8,055.9
16,Arturo Soria,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/arturo-soria,3/1/2021,E,c74228afe2dfdcdeccc408af9d9f34c2,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/c74228afe2dfdcdeccc408af9d9f34c2,060.7,067.3,064.1,058.4,048.4,044.4
17,Villaverde,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/villaverde,3/1/2021,E,2294961228d58240d2ce6ec8ce0bc1c2,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/2294961228d58240d2ce6ec8ce0bc1c2,054.0,062.1,056.6,051.4,047.2,043.3
18,Farolillo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/farolillo,3/1/2021,E,0bd48739cd7c9ff9605a91b4d55b09d5,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/0bd48739cd7c9ff9605a91b4d55b09d5,052.6,061.7,055.8,048.1,043.5,042.0
19,Alto Extremadura,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/alto-extremadura,3/1/2021,E,bad37b56710baeed9355e00f2bd67966,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/bad37b56710baeed9355e00f2bd67966,057.6,066.8,060.9,054.2,050.3,048.1
20,Avda Moratalaz,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/avda-moratalaz,3/1/2021,E,b1a43d6b25098e23e9a5ad41b26c0c85,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/b1a43d6b25098e23e9a5ad41b26c0c85,060.9,067.8,061.9,056.4,050.4,046.5
24,Casa de Campo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/casa-de-campo,3/1/2021,E,f8afca40dcc2caa1be546f133911c00a,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/f8afca40dcc2caa1be546f133911c00a,044.4,053.3,047.2,041.2,038.5,038.0
25,Santa Eugenia,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/santa-eugenia,3/1/2021,E,8e2b9ccfc01404ea05c08c3221b492b3,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/8e2b9ccfc01404ea05c08c3221b492b3,066.2,068.9,067.7,066.1,064.0,061.4
26,Embajada,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/embajada,3/1/2021,E,737219e5e19f6bd863d43bf210e6410c,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/737219e5e19f6bd863d43bf210e6410c,058.4,067.3,062.5,054.9,052.1,050.0
27,Barajas Pueblo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/barajas-pueblo,3/1/2021,E,e115ee789fbee85b657d306252bd6761,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/e115ee789fbee85b657d306252bd6761,053.8,064.4,057.2,048.8,045.5,043.7
28,Cuatro Vientos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/cuatro-vientos,3/1/2021,E,d750a2707eb0a1162a93100daad9a708,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/d750a2707eb0a1162a93100daad9a708,065.3,074.0,069.2,061.6,053.3,047.4
29,El Pardo,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/el-pardo,3/1/2021,E,c30fe7fbe3a86ae4517976d03b849621,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/c30fe7fbe3a86ae4517976d03b849621,057.3,065.7,060.5,049.0,040.6,036.3
30,Campo de las Naciones,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/campo-de-las-naciones,3/1/2021,E,e8e8e5e2ac213be5238d445be210858c,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/e8e8e5e2ac213be5238d445be210858c,056.7,064.8,059.3,053.3,048.7,046.8
31,Sanchinarro,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/sanchinarro,3/1/2021,E,f812648eee613f05ef4c7df7733f4986,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/f812648eee613f05ef4c7df7733f4986,064.4,073.4,069.1,058.6,051.2,047.3
47,Mendez Álvaro,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/mendez-álvaro,3/1/2021,E,4f02645421cb73a8ffa4212831674dbb,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/4f02645421cb73a8ffa4212831674dbb,053.6,066.8,053.8,047.4,044.5,043.0
48,Castellana,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/castellana,3/1/2021,E,985bf8e5575b5407a8a48df708060a2c,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/985bf8e5575b5407a8a48df708060a2c,059.0,064.3,060.9,058.3,055.1,052.1
54,Ensanche de Vallecas,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/ensanche-de-vallecas,3/1/2021,E,8f039b411c2361faf5f5626e31f21981,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/8f039b411c2361faf5f5626e31f21981,060.0,066.8,063.2,058.7,052.8,047.1
55,Urb Embajada 2,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/urb-embajada-2,3/1/2021,E,cd34e7e50fe484e8aa6c7ffaa3cf564b,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/cd34e7e50fe484e8aa6c7ffaa3cf564b,053.7,061.9,054.4,048.2,044.7,043.3
86,Tres Olivos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/tres-olivos,3/1/2021,E,162c74ab59df828bdd49cf6aaa25f92d,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/162c74ab59df828bdd49cf6aaa25f92d,053.8,062.0,056.2,049.0,044.5,041.0
1,Paseo Recoletos,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/paseo-recoletos,3/1/2021,N,39ad7b9b8df2251999055f85ae199278,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/39ad7b9b8df2251999055f85ae199278,060.8,069.9,065.7,053.5,042.9,039.3
2,Carlos V,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/carlos-v,3/1/2021,N,4ea08c97764883a2d05273e45185e11b,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/4ea08c97764883a2d05273e45185e11b,064.5,071.6,067.7,061.8,053.6,048.2
3,Plaza del Carmen,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/plaza-del-carmen,3/1/2021,N,c514590506f456f646b47c53cb26453a,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/c514590506f456f646b47c53cb26453a,053.8,065.8,054.2,043.1,040.2,039.1
5,Barrio del Pilar,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/barrio-del-pilar,3/1/2021,N,50921a6fbb89a13a2a805ec35da57e46,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/50921a6fbb89a13a2a805ec35da57e46,052.8,062.0,056.0,043.2,037.8,037.1
6,Gregorio Maranon,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/gregorio-maranon,3/1/2021,N,afd60d8b70f3dd947274968088d23301,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/afd60d8b70f3dd947274968088d23301,063.5,071.3,065.5,054.1,043.2,038.1
8,Escuelas Aguirre,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/estacion-medida/escuelas-aguirre,3/1/2021,N,f187ca4ae36074db8bd962d63e00d0b6,http://datos.linkeddata.es/madrid/recurso/medio-ambiente/contaminacion-acustica/observacion/f187ca4ae36074db8bd962d63e00d0b6,060.4,069.9,064.4,054.4,042.9,039.4
